tconst	directors	writers
tt0285723	\N	\N
tt0285724	\N	\N
tt0285725	nm0924920	\N
tt0285727	nm0591051	nm0614646
tt0285728	nm0414817	nm0414817,nm0083547
tt0285729	\N	nm0996061
tt0285730	nm0994322	nm0994322
tt0285731	nm0523704	nm0523704
tt0285732	nm0994509,nm0994577	nm0994509,nm0994577
tt0285733	\N	\N
tt0285734	nm0005690	\N
tt0285735	nm0847466	\N
tt0285736	nm0994428	nm1069372,nm1069461,nm0994428
tt0285737	nm0304604	nm0657431,nm0799442
tt0285738	nm0111340	nm0236392,nm0681767
tt0285739	nm0707388	nm0707388
tt0285740	\N	\N
tt0285741	\N	\N
tt0285742	nm0286975	nm0995906,nm0737993
tt0285743	nm0373762	nm6500034,nm0996160
tt0285744	nm0528420	nm0528420,nm1121398
tt0285745	nm0440415,nm0998577,nm2745598	nm1976803
tt0285746	nm0042771	nm0210249
tt0285747	nm0970245	nm0970245
tt0285748	nm0822540	nm0822540
tt0285749	nm0870533	nm0010480,nm0025726,nm1210906
tt0285750	\N	nm0002042
tt0285751	nm0055400,nm11114855,nm11117606,nm0999529,nm0484580,nm1946012,nm11117610,nm0337007,nm0525976	nm0995963
tt0285752	\N	\N
tt0285753	nm0187671	nm0554874,nm0883570
tt0285754	nm0994444	nm0525650
tt0285755	nm0868715	nm0868715
tt0285756	nm0803777	nm0803777
tt0285757	nm16839240	\N
tt0285758	nm0255360	nm0255360
tt0285759	nm0590518	nm0996020
tt0285760	nm0185501	nm0503645
tt0285761	nm0994529	nm0995940
tt0285762	nm0994552	\N
tt0285763	nm0178807	\N
tt0285764	nm0057959	\N
tt0285765	nm0843636	nm0996026,nm0827629,nm0843636
tt0285766	nm0705792	nm0705792,nm0994642
tt0285767	nm0229210	nm0691403
tt0285768	nm0465177	nm0090376
tt0285769	nm1007690	nm0086333
tt0285770	nm0994448	nm0994448
tt0285771	nm0373453	nm0656181
tt0285772	nm0992140	nm0157200,nm1109669,nm0992140
tt0285773	nm0618248	nm0417388,nm0618248
tt0285774	nm0229210	nm0622030,nm0691457
tt0285775	nm0994099	nm0994099
tt0285776	nm0266732	nm0411962
tt0285777	nm0610702	nm0680914
tt0285778	nm0474119	nm0474119
tt0285779	nm0822394	nm0904237
tt0285780	nm0048018	nm0996048
tt0285781	nm0055385	\N
tt0285782	nm0994311	\N
tt0285783	nm0280432	\N
tt0285784	nm0994519	nm1217934
tt0285785	nm0273877	nm0273877
tt0285786	nm0187671	nm0194615
tt0285787	nm0813321	nm0813321,nm1383079
tt0285788	nm0297714	\N
tt0285789	nm0767992	nm0619069
tt0285790	nm0632765	nm0705608,nm0794221
tt0285791	nm0302201	nm0302201,nm0883570
tt0285792	nm0994407	\N
tt0285793	nm0280432	\N
tt0285794	nm0994546	nm0994546
tt0285795	nm0187671	nm0523502
tt0285796	nm0140098,nm0993993	nm0140098
tt0285797	\N	\N
tt0285798	nm0994462	nm0390537
tt0285799	nm0013800	\N
tt0285800	nm0023761	nm0686457,nm0401076
tt0285801	nm0705587	nm0377958,nm0677915
tt0285802	nm0405578	nm0405578
tt0285803	nm2028663,nm2005493	nm0226863,nm0908049
tt0285804	nm0994345	nm1105405
tt0285805	\N	\N
tt0285806	nm0324647,nm0007179	nm0324647
tt0285807	nm0028393,nm0287566,nm0543647,nm0803794	nm0028951,nm0287566,nm0543647,nm0996040
tt0285808	nm0310219	nm1065631
tt0285809	nm0782865	\N
tt0285810	nm0165115	nm0165115
tt0285811	nm1006692	\N
tt0285812	nm0501310	nm0996037
tt0285813	nm0266732	nm0766833,nm0439011
tt0285814	\N	\N
tt0285815	nm0994423	\N
tt0285816	nm0847463	nm0847463,nm0849505
tt0285817	nm0004630	nm0004470,nm0004630,nm0766463
tt0285818	\N	\N
tt0285819	nm0182417	nm0019207,nm1032297
tt0285821	nm0769103	\N
tt0285822	\N	\N
tt0285823	nm0001675	nm0001675
tt0285824	nm0090878	nm0843391,nm0865785,nm0995971
tt0285825	\N	\N
tt0285826	nm0769103	\N
tt0285827	nm0994347	nm0994347
tt0285828	nm0815638	nm0375111,nm0439011
tt0285829	nm0632765	\N
tt0285830	nm0464915	nm1166443
tt0285831	nm0794181	nm9835887
tt0285832	nm0441346	nm1167625
tt0285833	nm0457554	\N
tt0285834	nm0457543	\N
tt0285835	nm0465451	nm1167625
tt0285836	nm0644943	nm1933301
tt0285837	\N	\N
tt0285838	\N	\N
tt0285839	nm0886955	\N
tt0285840	\N	\N
tt0285841	\N	\N
tt0285842	\N	\N
tt0285843	nm0546753	\N
tt0285844	\N	\N
tt0285845	nm0994256	nm0692586
tt0285846	nm0005690	\N
tt0285847	nm0994367	nm0994367
tt0285848	nm0910852	nm0910852
tt0285849	nm0411403	\N
tt0285850	nm0632765	nm9134078
tt0285851	nm0632765	nm0406902
tt0285852	nm0767992	nm0756910,nm1213911
tt0285853	nm0367915	nm0619069
tt0285854	nm1001088	\N
tt0285856	nm0781843	\N
tt0285857	nm0893358	nm0893358
tt0285858	nm1250355	nm0794109
tt0285859	\N	\N
tt0285860	nm0254259	nm0254259
tt0285861	nm0477193	nm1150736,nm0995925
tt0285862	nm0994327,nm0992571,nm0674516	\N
tt0285863	nm0374658	\N
tt0285864	nm0329907,nm0548034	nm1338980,nm0548034
tt0285865	nm0492936	nm0024941,nm8354298,nm8354299
tt0285866	nm0994361	\N
tt0285867	nm0650881	nm2594068,nm0995994,nm0560606
tt0285868	nm0994306	\N
tt0285869	nm0362734	nm0026782,nm0362734,nm0655510
tt0285870	\N	\N
tt0285871	nm0994592	\N
tt0285872	nm0084864	\N
tt0285873	nm0994464,nm0994439	\N
tt0285874	nm0173726	nm0173726,nm0116263,nm0622080,nm0841272
tt0285875	nm0401538	nm0003471
tt0285876	nm0389832	nm0003471
tt0285877	nm0822394	nm0995982,nm0468156
tt0285878	nm0033384	\N
tt0285879	nm0006959	nm0996424,nm0997145,nm0997146
tt0285880	nm0924920	\N
tt0285883	nm0498877	nm0498877
tt0285884	\N	\N
tt0285885	\N	\N
tt0285886	nm0742556,nm0938367	nm1119371
tt0285887	nm1003278	nm1003278
tt0285888	nm0994392	\N
tt0285889	nm0300861	nm0300861
tt0285890	\N	\N
tt0285891	nm0348155	nm0715460
tt0285892	nm0493894	nm0463856
tt0285893	nm0607883	nm0443153,nm0818730,nm1782344
tt0285894	\N	nm3078028
tt0285895	\N	nm0236245,nm0816023
tt0285896	nm0598527	nm1011757
tt0285897	nm0994286	\N
tt0285898	nm0262201	nm0262201
tt0285899	\N	\N
tt0285900	nm0479001	\N
tt0285901	nm0150807	\N
tt0285902	nm0002991	nm7267928,nm7267927
tt0285903	nm0005690	nm0742571
tt0285904	nm0947537	nm0947537
tt0285905	nm0806736	\N
tt0285906	nm0840671	nm0411872,nm0454118
tt0285907	nm0383510	nm0383510
tt0285909	nm0060292,nm0649269	\N
tt0285910	nm0308009	nm0308009
tt0285911	\N	\N
tt0285912	nm0871401	nm0803950
tt0285913	nm0244306	\N
tt0285914	nm0280432	\N
tt0285915	nm0922903	\N
tt0285916	\N	\N
tt0285917	nm0005875	nm0845860
tt0285919	nm0434699	nm0919473
tt0285920	nm0994458	nm0994458
tt0285921	nm5859053	nm0409896
tt0285922	nm0705792	nm0705792
tt0285923	nm0170280,nm0805244	nm2959713,nm0805244
tt0285924	nm0994362	\N
tt0285925	nm0479001	nm0312669
tt0285926	nm0302087	nm0996006
tt0285927	nm0046001	nm0066159,nm0202378
tt0285928	nm0994504,nm0994288	\N
tt0285929	nm0994404	\N
tt0285930	nm0327944	nm0141568,nm0327944,nm0037247
tt0285931	\N	\N
tt0285932	nm0994281	nm0994281
tt0285933	\N	\N
tt0285934	nm0218416	nm0218416
tt0285935	nm0805626	nm0816325
tt0285936	nm0634565	nm2568442,nm2626247
tt0285937	nm0280432	\N
tt0285938	\N	\N
tt0285940	nm0706484	nm0766463,nm0664085,nm0664084,nm13331871
tt0285941	\N	\N
tt0285942	\N	\N
tt0285943	nm0643664	nm0643664
tt0285944	nm0069342	nm0069342,nm0996008
tt0285945	nm0994376	\N
tt0285946	nm0056947	\N
tt0285947	\N	\N
tt0285948	nm0994353	nm0626814,nm0900663
tt0285949	nm0187671	nm0883570
tt0285950	nm0994562	nm0994562
tt0285951	nm0677915	nm0493744,nm0677915
tt0285952	nm0250625	nm0586130
tt0285953	nm0786275	nm0786275
tt0285954	nm0994477	\N
tt0285955	nm0994354,nm0500994,nm1094381	nm0995951
tt0285956	nm0047300	nm0047300,nm0401457,nm0919608
tt0285957	nm0994379	nm0994379
tt0285958	nm0706800	nm0101555,nm0706800,nm0787022
tt0285959	nm0173916	nm0369730
tt0285960	nm0335878	nm0335878
tt0285961	nm0271565	nm0271565
tt0285962	nm0187671	nm0194615
tt0285963	nm0464180	nm0464180
tt0285964	nm0863816	nm0355213,nm0488649,nm0863816
tt0285965	nm0085865,nm0807236	\N
tt0285967	\N	\N
tt0285969	nm0477135	nm1161920
tt0285970	nm0170208	nm0170208
tt0285971	nm0814232	\N
tt0285972	nm0814232	nm0649033
tt0285973	nm0390437	nm0390437,nm1339774
tt0285974	nm0700554	nm15883887,nm0700554
tt0285975	nm0994451	nm0994451
tt0285976	nm0956205	nm0995910,nm0995986
tt0285978	nm0179932	nm0525675
tt0285979	nm0880787	\N
tt0285980	nm0994300	\N
tt0285981	nm0429634	\N
tt0285982	nm0994276,nm0493894	nm0493894
tt0285983	\N	\N
tt0285984	\N	\N
tt0285985	nm0994328	nm0994328,nm0996038
tt0285986	nm0742401	\N
tt0285987	nm0065496	nm0065496
tt0285988	nm0994417	\N
tt0285989	nm0735916	nm0735916
tt0285990	nm0488108	nm0003471
tt0285991	nm0389832	nm0003471
tt0285993	nm1182689	\N
tt0285994	nm0805009	nm1126629,nm0805009
tt0285995	nm0141094	\N
tt0285996	nm0994472	\N
tt0285997	nm0994485	nm1557879
tt0285998	nm0402152	nm0003471
tt0285999	nm0996083	nm0996083
tt0286000	nm0994489	\N
tt0286001	nm0469089	nm0903796
tt0286002	nm0994054	nm0996060
tt0286003	\N	\N
tt0286004	nm0470463	nm0275312,nm0626588,nm0755457,nm0772136,nm0823650
tt0286005	nm0165115	nm0165115
tt0286007	nm0743889	nm0743889
tt0286008	nm0583874	nm0248269,nm0583874
tt0286009	nm0099828,nm0132064	nm0099828,nm0132064,nm0705005
tt0286010	nm0992740	nm0992740
tt0286011	nm0791968	nm0791968
tt0286012	nm0000442,nm0509734	nm0611879,nm0509734
tt0286014	nm0951731	nm0234207,nm0591465,nm0951731
tt0286015	\N	\N
tt0286016	\N	\N
tt0286017	nm1226290	nm1226290
tt0286018	nm0994378	nm0994378
tt0286019	nm0994384	\N
tt0286020	nm0994300	nm0464678
tt0286021	nm0994454	nm2869957,nm0994454
tt0286022	nm0994295	\N
tt0286023	nm0467747	nm0199028
tt0286024	nm0994545	\N
tt0286025	nm0994575	nm0994575
tt0286026	nm0440390	nm3134983
tt0286027	nm0716340	nm0649320,nm0716340,nm0784149
tt0286028	nm0822540	nm0822540
tt0286029	\N	\N
tt0286030	\N	\N
tt0286031	nm0403541	nm0124452,nm0528391
tt0286032	nm0856293	nm0476207
tt0286033	nm0929446	nm0929446
tt0286034	\N	\N
tt0286035	nm0994469,nm0994508,nm0994313,nm0994420,nm0503705	nm0994469,nm11316004,nm0994313,nm0503705
tt0286036	nm0034105,nm0243379	nm0034105,nm0243379
tt0286037	nm0111450	nm0406585
tt0286038	nm0619393	nm0619393
tt0286039	nm0765881	nm4235908
tt0286040	nm0994391	nm0969667,nm0994391,nm0996013,nm0994046
tt0286041	\N	\N
tt0286042	\N	\N
tt0286043	nm0450855	nm0450855,nm0624879,nm0693857,nm0996055
tt0286044	nm0632765	\N
tt0286045	nm0229083	\N
tt0286046	nm1003257	nm1003257
tt0286047	nm0625979	\N
tt0286048	nm0990294	\N
tt0286049	nm0576282	nm0494257,nm0576282
tt0286050	nm0805215	nm0805215
tt0286051	nm0316251	nm0316251
tt0286052	nm0994445	\N
tt0286053	nm0271246	nm0271246,nm0320868
tt0286054	nm1122945	nm1122008,nm1266097,nm0807312,nm1122945
tt0286055	nm0994241	nm3956983
tt0286056	nm0342378	nm0502727,nm0590360
tt0286057	nm0311508	nm0311508
tt0286058	nm0448632	nm1267811,nm12321094,nm0448632
tt0286059	nm0642222	nm1741898
tt0286060	nm0666835	nm0768364
tt0286061	nm0744295	nm1713444,nm0744295
tt0286062	nm0994269,nm0994487	nm0994487
tt0286063	nm0994491	nm0994491,nm1012198
tt0286064	nm0814232	nm5023508
tt0286065	nm0117702	nm0117702
tt0286066	nm0994438	nm0994438
tt0286067	nm0723534	\N
tt0286068	\N	\N
tt0286069	nm0876287	nm0996085,nm0876287
tt0286070	nm0045623	\N
tt0286071	nm0994254	nm0994254
tt0286072	nm0899555	\N
tt0286073	nm0909602	nm0995931,nm0909602
tt0286074	nm0008257	\N
tt0286075	nm0479001	\N
tt0286076	\N	\N
tt0286077	nm0056492	nm0720334
tt0286078	nm0391557	nm0992250,nm0391557
tt0286079	nm0366129	\N
tt0286081	nm1170275	\N
tt0286082	nm0028998	nm0028998,nm0867682
tt0286083	nm0999534	\N
tt0286084	nm0999534	\N
tt0286085	nm1131495	nm1131495
tt0286086	\N	\N
tt0286088	nm0994595	nm0149222,nm1158462,nm3451232
tt0286089	nm0064508	nm0794109
tt0286090	nm0994411	nm1985518
tt0286091	nm0462051	nm5672016,nm0462051
tt0286092	nm0632765	nm0015042,nm0794221
tt0286093	nm0605165	nm0992633
tt0286094	nm0893358	nm0893358
tt0286095	nm0366924	nm0366924,nm0996127,nm0710323
tt0286096	nm0374658	\N
tt0286097	nm0996097	nm0996097,nm0204989,nm1177084
tt0286098	nm0007139	nm0007139,nm0997343,nm0003146,nm0150140
tt0286099	nm0244306	\N
tt0286100	nm2103783,nm0924920	\N
tt0286101	nm0458719	nm0486615,nm0415621
tt0286102	nm0488108	nm0003471
tt0286103	nm0389832	nm0003471
tt0286104	nm0083767	nm0083767,nm0301947
tt0286105	nm0828188	nm0828188
tt0286106	nm0796117	nm0796117
tt0286107	nm0465451	nm0620064
tt0286108	nm0926603	nm0926603
tt0286109	nm0946391	nm0600755
tt0286110	nm0374658	\N
tt0286111	nm0258495	nm0258495
tt0286112	nm0159507	nm0159507,nm0874683,nm0298676,nm1385080,nm0359584,nm4932610
tt0286114	nm0666835	nm0996118
tt0286115	\N	\N
tt0286117	nm0994507,nm0561056	\N
tt0286118	nm0886955	\N
tt0286120	\N	\N
tt0286121	nm0604737	\N
tt0286122	\N	\N
tt0286123	nm0994494	\N
tt0286124	nm0789045	nm0789045
tt0286125	nm0932055	nm0996076,nm0932055
tt0286126	nm0798793	\N
tt0286127	\N	\N
tt0286128	nm0887690	\N
tt0286129	nm0994533	\N
tt0286130	\N	\N
tt0286131	nm0451795	nm0396744,nm0451795
tt0286132	nm0582721	nm0168020,nm0914503,nm0085953
tt0286133	nm0475343	nm0475343
tt0286134	nm0325181	nm0325181
tt0286135	nm0994356,nm0992110	\N
tt0286136	nm0187671	nm0883570
tt0286137	nm0992804	nm0992804
tt0286138	nm0376963	\N
tt0286139	nm0228675	\N
tt0286140	nm0733415	nm0167145
tt0286141	nm0940326	nm0996154,nm0940326
tt0286142	nm0321025	\N
tt0286143	nm0994337	\N
tt0286144	\N	\N
tt0286145	\N	nm1764717,nm2092681,nm0877352
tt0286146	nm0408429	\N
tt0286147	nm0030787	\N
tt0286148	nm0392601	\N
tt0286149	nm0002728	nm0713131
tt0286150	nm0994585	nm0994585
tt0286151	nm0005363	nm0005363,nm0996158
tt0286152	nm0206782,nm0003771	nm0206782,nm1365743,nm0003771
tt0286153	nm0994492	nm0996135
tt0286154	nm0994246	\N
tt0286155	nm0924920	\N
tt0286156	nm0970938	\N
tt0286157	nm0833105	nm2732969
tt0286158	nm0825057	nm0188279
tt0286159	nm0479001	nm0479001
tt0286160	nm0479001	nm0479001
tt0286161	\N	\N
tt0286162	nm0971919	nm0971919
tt0286163	nm0147902,nm0994434	nm0092012,nm0996609,nm0147902,nm0996905,nm0772136,nm0994434,nm1005099,nm0973994,nm0937402
tt0286165	nm0514935	\N
tt0286167	\N	\N
tt0286168	nm0994357	nm0000175,nm0994357
tt0286169	nm0767368	nm0767368
tt0286170	nm0403541	nm0124452,nm0768646
tt0286171	\N	\N
tt0286172	nm0581615	nm0410407,nm0581615,nm1072418
tt0286173	nm0813439	nm1204046
tt0286174	nm0994486	nm0996122
tt0286175	nm0755493	nm0755493
tt0286176	nm1358800	\N
tt0286177	nm0465177	nm0643520
tt0286178	nm0493894	nm0463856
tt0286179	nm0000626	nm0000626
tt0286180	\N	\N
tt0286181	nm0442237	nm0690830
tt0286184	nm0461072	nm0996021,nm0461072,nm7441402
tt0286185	nm0815638	nm0175676
tt0286186	nm0677915	nm0028973,nm0493744,nm0677915,nm0822655
tt0286187	nm0561797	nm0995545,nm2226769
tt0286188	nm0994275	nm0994275
tt0286189	nm0994383	\N
tt0286190	nm0030791	nm0030791,nm0820208
tt0286191	nm0994532	nm0994532
tt0286192	nm0994333	\N
tt0286193	nm0994591	\N
tt0286194	nm0086333	\N
tt0286195	nm0994258	nm0994258
tt0286197	nm0004513	nm0004513,nm0232848
tt0286198	nm0238783	\N
tt0286199	nm0553309	nm0995987,nm0495931
tt0286200	nm0815638	nm0033469
tt0286202	nm0632765	nm1195767
tt0286203	nm0294507	nm0679557,nm0725337
tt0286204	nm0777881	nm0777881
tt0286205	nm0609956	nm0609956
tt0286206	nm0280432	\N
tt0286207	nm0050739	\N
tt0286208	nm0791041	nm0002005
tt0286209	nm0994321	nm0994321
tt0286210	nm0840594	nm0411027
tt0286211	nm0622052	nm0411027
tt0286212	nm0586285	nm0076405
tt0286213	nm0602435	nm0423631,nm0602435
tt0286214	nm0974085	nm0974085
tt0286215	nm0393024,nm0994589	\N
tt0286216	nm0666835	\N
tt0286217	nm0370624	\N
tt0286218	nm0991612	nm0995934,nm14661482,nm0996035
tt0286219	nm0119126	nm0995966
tt0286220	nm0653193	nm0991549,nm0653193
tt0286222	nm0155069	nm0996049,nm0155069
tt0286223	nm0806961	\N
tt0286224	nm0994358	nm0994358
tt0286225	nm0887690	\N
tt0286226	nm0592687,nm0000659	nm0650905,nm0000659
tt0286227	nm0539950	\N
tt0286228	nm0994544	nm0994544
tt0286229	nm0802909	nm0116263,nm0131799
tt0286230	nm0503457	nm0503457
tt0286231	nm0994308	nm0205805,nm1185770
tt0286232	nm0464915	\N
tt0286233	nm0620132	\N
tt0286234	\N	\N
tt0286235	nm0994250	\N
tt0286236	nm0222077	\N
tt0286237	\N	nm0995983
tt0286238	nm0994268	\N
tt0286240	nm0994426	nm0994426
tt0286241	nm0994510,nm0146167	\N
tt0286242	nm0361301	nm0832966
tt0286243	nm0465177	nm0465177,nm0626587
tt0286244	nm0158984	nm0158984
tt0286245	nm0488108	nm0003471
tt0286246	nm0229261	nm0229261,nm0996145
tt0286247	nm0993961	\N
tt0286248	nm0288335	nm0288335
tt0286249	nm0950714	nm1194847,nm1060432
tt0286250	nm0109910	nm0109910
tt0286252	nm0041844	\N
tt0286253	\N	\N
tt0286254	nm0044936	nm0001779
tt0286255	nm0994412	\N
tt0286256	nm0930013	\N
tt0286257	nm0719886	nm1038843,nm0710383
tt0286258	nm0994355	nm0994355
tt0286259	nm0994290	\N
tt0286260	\N	\N
tt0286261	nm0005139	nm0005139
tt0286262	nm0345174	\N
tt0286263	nm0097608	nm0097608
tt0286264	nm0428013	\N
tt0286265	nm0994567	nm0995923,nm0996046
tt0286266	nm0994446,nm0913931,nm0952415	\N
tt0286267	nm0759690	nm0996131,nm0822655
tt0286268	nm0078416	nm0708084
tt0286269	nm0083249	\N
tt0286270	nm0886955	\N
tt0286271	nm0111450	nm8842089,nm0580256
tt0286272	nm0441710	nm0995949
tt0286273	nm0994271	nm0994271
tt0286274	nm0825057	nm0475081,nm0643520
tt0286275	nm0994369	\N
tt0286276	nm0076557	\N
tt0286277	nm0190588	\N
tt0286278	nm0179278	nm0024589,nm0179278
tt0286279	nm10711489	\N
tt0286280	nm0357143	\N
tt0286281	\N	\N
tt0286282	nm0575721	nm0194615,nm0763173,nm0874248
tt0286283	nm0001529	nm0001529
tt0286284	nm0822540	nm0822540
tt0286285	nm1099265,nm0416583	nm0058843,nm0416583,nm0647431,nm1099265
tt0286286	nm0488108	nm0003471
tt0286287	nm0389832	nm0003471
tt0286288	nm0805968	nm0285962
tt0286289	nm0805968	nm0285962
tt0286290	nm0950728	nm0950728
tt0286291	nm0116811,nm0297334	\N
tt0286292	nm0994580	\N
tt0286293	nm0426183	nm0716312,nm0607848
tt0286294	nm0797459	nm0797459
tt0286295	nm0994479	\N
tt0286296	nm0568320	nm0568320
tt0286297	nm0197855,nm0326246	nm0326246
tt0286298	nm0553320	\N
tt0286299	nm0083249	\N
tt0286300	nm0048463	nm0048463
tt0286301	nm0662840	nm0236245,nm0816023
tt0286302	\N	\N
tt0286303	nm0056040	\N
tt0286304	nm0970134	nm0970134
tt0286305	nm0319074	\N
tt0286306	nm1068186	nm1068186
tt0286307	nm0724905	nm0724905
tt0286308	\N	\N
tt0286309	nm0881386,nm0008688	nm0395880,nm0908249,nm0334370
tt0286310	nm0083249	\N
tt0286311	nm1393735	\N
tt0286312	nm0894146	nm0894146
tt0286314	nm0682408	nm0682408
tt0286316	\N	\N
tt0286317	nm0830253	nm0830253
tt0286318	nm0306599	nm0843845
tt0286319	\N	\N
tt0286320	nm0206976,nm0945592	nm0996829,nm1000142,nm1002258
tt0286321	nm0994364,nm6374079	nm6374079,nm1450460,nm0973867
tt0286322	nm0155637,nm0848373,nm0946875	nm0154248,nm1018363,nm4253669
tt0286323	nm0765881	nm1509215,nm2129914
tt0286324	nm0705792	nm0412436
tt0286325	nm0091042	nm1000374,nm0755457,nm0806170
tt0286326	nm0994346	\N
tt0286327	nm0691457	nm0691457
tt0286328	nm0705792	nm0705792
tt0286329	nm0062463	nm0907370
tt0286330	nm0549604,nm0994569	nm0994569
tt0286332	nm10604368,nm11970850	\N
tt0286333	\N	\N
tt0286334	nm0999533,nm0716793	nm0633964,nm0999533,nm0362041
tt0286335	nm1992922	nm1000154
tt0286336	nm1353170,nm0997382	nm1000116,nm0313703,nm1038854,nm1889271
tt0286337	nm0902086,nm3239044,nm0910148,nm3313299	nm12525206,nm12525207,nm2644940,nm14118425,nm3239044,nm12525208,nm10481951,nm10585975,nm6920858,nm10884880,nm15226165,nm15226166,nm2645418,nm12525205,nm10531549,nm0902086
tt0286338	nm2313537,nm0018181,nm1580686,nm1633050,nm1545682,nm1578202	nm0105794,nm1972219,nm0999089,nm1385971,nm7489349,nm0039497,nm1554359,nm0098620,nm1384438
tt0286339	\N	nm0939712
tt0286340	nm0381228	nm2300304
tt0286341	nm0995527	\N
tt0286342	nm0770405,nm0237648,nm0613124,nm1047324,nm0863477,nm0265393,nm1934192,nm0014625,nm3289448,nm5507614,nm4046475	nm1067161,nm5491058,nm1047324,nm0370284,nm0394319,nm5496137,nm0507345,nm1425370,nm0652627,nm5507396,nm0876403,nm5564050,nm0943697
tt0286344	nm0626490	\N
tt0286345	nm0999504	nm4096251,nm4014701,nm1580659,nm0693259
tt0286346	nm0287198	nm0595209
tt0286347	nm0060505,nm0066432,nm2723382	nm0164283,nm1099756,nm0838357,nm0294967,nm0600694,nm0630988,nm1636247,nm0942827,nm0174550,nm0284361,nm1488064,nm0438150,nm0856657,nm1078298,nm1237528,nm0674472,nm0675708,nm0569299,nm0766558
tt0286348	\N	nm3541301,nm7408077,nm9270779
tt0286349	nm0884596	nm0134430
tt0286350	nm0716752	nm1041226,nm1524822
tt0286351	nm14148785,nm0651038	nm1539607,nm0651038,nm0763126,nm0904804,nm12948273
tt0286352	nm0959409	nm0327964
tt0286353	\N	\N
tt0286354	nm1069575	nm0244612
tt0286355	nm0050126,nm0548648,nm1176933	nm2557391
tt0286356	nm0449987	nm0449987
tt0286357	nm16823457	\N
tt0286358	nm0548449	nm0298132,nm0365533,nm0696308,nm0836967,nm0905173,nm1000155
tt0286359	nm0666362,nm0204190,nm0527206,nm0881662,nm0952712,nm0240327,nm0324290,nm0453809,nm0813992	nm0579084,nm0949861,nm0730442,nm0249133,nm2528320,nm0547850,nm1557920,nm3399168,nm0010835,nm2437080,nm0258209,nm0323304,nm0581689,nm0690197,nm0752609,nm0777196,nm0798691,nm0010748,nm0088564,nm1088303,nm2175554,nm0548808
tt0286360	nm0314649	nm0314649
tt0286361	nm0203429,nm0329535	nm0597066,nm0781522
tt0286362	nm0759690,nm0822394	\N
tt0286363	\N	nm0801969,nm3412963
tt0286364	nm0364749	nm0542328
tt0286365	nm0996341,nm0015476	nm0015476,nm8684369
tt0286366	\N	nm0856804
tt0286367	nm0811185	nm0801969,nm3412963
tt0286368	nm0304650,nm1878573	nm0013381,nm1877415,nm1355019,nm0764095
tt0286369	nm0728607	\N
tt0286370	nm2257320,nm4281058,nm2851852	nm12117349,nm12117458,nm4295084,nm0104839,nm12376141,nm12121341,nm12378102,nm1024344,nm12374627,nm3719082,nm10695521,nm12117350,nm3551030,nm4856136,nm4856147,nm2419579,nm12121339,nm12117434,nm1142148,nm12117459,nm2842096,nm10731439,nm2437084,nm2373465,nm11563922,nm2841310,nm9055328,nm9142007,nm2841085,nm11732312,nm12117395,nm2689540,nm11926322,nm2841193,nm3714026,nm12117460,nm12117503,nm10701516,nm1348248,nm11797130,nm12121340,nm12117351,nm2842235,nm8367386,nm2840920,nm4711073
tt0286371	nm0060722,nm0069849,nm0143181,nm0143222,nm0145865,nm0157908,nm0236159,nm0262981,nm0293451,nm0336836,nm0456443,nm0461298,nm0560674,nm0564495,nm3127577,nm0282736,nm0670249,nm0677235,nm0680799,nm0443196,nm0871601,nm1277903	nm0295125,nm0783889,nm3251692,nm0083707,nm1055467,nm3747855,nm3690560,nm0348455,nm0492864,nm0521143,nm2620060,nm0639434,nm2516724,nm1303827
tt0286372	\N	\N
tt0286373	nm0607140	\N
tt0286374	\N	nm0109019,nm1140275,nm1140125
tt0286376	nm0337765,nm0272547	nm0355878,nm0792774
tt0286377	nm0632144	nm0456787,nm0529293,nm0594769,nm0804605
tt0286378	nm0051678,nm0053945,nm0626211,nm0848222,nm0955161,nm0042771	nm0140092,nm0705107,nm0854137
tt0286379	\N	\N
tt0286380	nm0454157	nm0629428
tt0286381	nm10540259,nm11320328	nm10908097,nm12135876,nm11966585,nm10874191,nm12135875,nm3659401,nm12135924,nm4848521,nm4484126,nm2728151,nm2682953,nm11981384,nm4198528,nm10908098,nm11699772,nm7874973,nm2347958,nm10908096,nm12052551,nm12006185,nm12135877
tt0286382	\N	\N
tt0286383	\N	nm1000123,nm0997006,nm0433809,nm0997363,nm1000137,nm0997652,nm0997732,nm1000143,nm1000144,nm0997907,nm1001854,nm1000147
tt0286384	nm2851852	\N
tt0286385	nm0247851	\N
tt0286387	nm1636676	\N
tt0286388	nm0995527	nm0274532
tt0286389	nm0226000,nm0239291,nm0165418,nm0382191,nm0793727	nm0476447
tt0286390	nm0997578	nm1000139,nm1000156
tt0286391	\N	\N
tt0286392	nm0657632	nm0996527,nm0338527,nm1809329,nm1618219,nm0342917,nm0842173
tt0286393	nm3471403,nm3152979	nm4316998,nm12810563,nm13339924,nm13339919,nm11205390,nm9966903,nm12810564,nm3471403,nm7409789,nm13339923
tt0286394	nm0666362	nm0782402,nm0283897
tt0286395	nm0299730	nm0309265
tt0286396	nm0591171	nm0280814,nm0505662
tt0286397	nm0415813,nm0113550,nm0006837,nm0629916	nm0578882,nm0776433,nm0006837
