tconst	directors	writers
tt0261367	nm0333088	nm0207010
tt0261368	nm0465765	nm0465765,nm0741062
tt0261369	nm0710041	\N
tt0261370	nm0212163	\N
tt0261371	nm0710041	\N
tt0261372	nm0704166	nm1780009,nm0704166
tt0261373	nm0233132	nm0233132,nm0624523
tt0261374	nm0594959	nm0171528,nm0411306
tt0261375	nm0336271	nm0336271
tt0261376	nm0710041	\N
tt0261377	nm0003529	nm0003529
tt0261378	nm0393345,nm0499939	nm0393345,nm0499939
tt0261379	nm0844339	nm0126550,nm1010367,nm1028809
tt0261380	nm0857729	nm0033192
tt0261381	nm0707951	\N
tt0261382	nm0709370	\N
tt0261383	nm0044609	\N
tt0261385	nm0578588	nm0052859,nm0052860,nm0194615,nm0578588
tt0261387	nm0739964	nm0780107,nm1366842,nm1366948
tt0261388	nm0319263	nm0529618,nm0825551
tt0261390	nm0136622	nm0891410
tt0261391	nm0136622	nm0136622,nm0891410
tt0261392	nm0003620	nm0003620
tt0261393	nm0211053	nm0211053
tt0261394	nm0798616	nm0327424,nm0798616
tt0261395	nm0233132	nm1242647,nm0289565
tt0261396	nm0504126	nm0504126
tt0261397	nm0866365	nm0354525,nm0538709
tt0261398	nm0866365	\N
tt0261399	nm0923412	nm0488435
tt0261400	nm0847466	nm0847466
tt0261402	nm0137203	nm0137203,nm0917149
tt0261403	\N	\N
tt0261404	nm0712354	nm0289448,nm0712354
tt0261405	nm0484366	nm0036445,nm0045310,nm0626773
tt0261406	\N	\N
tt0261407	\N	nm1680441
tt0261408	nm0377368	nm0020530,nm0437596
tt0261410	nm0093603	\N
tt0261411	nm0384965	nm0384965,nm1065845
tt0261412	nm0204501	\N
tt0261413	\N	\N
tt0261414	nm0142161	nm0142161
tt0261415	nm0838416	\N
tt0261416	\N	\N
tt0261417	nm0007221,nm0301252	nm0174387
tt0261418	nm0215123	\N
tt0261419	\N	\N
tt0261420	nm0358430	\N
tt0261421	nm0011942	\N
tt0261422	nm5638280	nm5638280
tt0261423	nm0523438	\N
tt0261424	\N	\N
tt0261425	nm0801739	nm2144981
tt0261426	nm0241091	\N
tt0261427	nm1093068	\N
tt0261428	nm7314410	nm7314410
tt0261429	nm0254454	\N
tt0261430	nm0257627	\N
tt0261431	nm0203996	nm0203996
tt0261432	\N	\N
tt0261433	nm0650390	nm0216895,nm0246288,nm0650390
tt0261434	nm0100604	\N
tt0261435	nm0787668	nm0097180,nm0787668
tt0261436	nm0744954	nm0712060
tt0261437	\N	\N
tt0261438	\N	\N
tt0261439	\N	\N
tt0261440	nm0793873	\N
tt0261442	nm0416874,nm0432628	\N
tt0261443	nm0348355	nm3838115
tt0261444	\N	\N
tt0261445	nm0785223	\N
tt0261447	nm2353329,nm13229816,nm13232858	\N
tt0261448	nm0873608	nm0873608,nm1583645
tt0261449	nm0464847	nm0538756
tt0261450	nm0579828	nm0546549,nm0579828
tt0261451	nm0866365	nm0148700,nm0226201,nm0281489,nm0866365
tt0261452	nm0015236	nm0155990
tt0261453	nm0686136	nm0701051
tt0261454	\N	\N
tt0261455	nm0584921	nm0584921
tt0261456	nm0013171	nm0013171,nm0259326,nm0710129
tt0261457	nm0609179	nm0156025,nm0609179,nm0692488,nm1225154
tt0261458	nm0891678	nm0012731,nm0891678
tt0261459	nm0211053	\N
tt0261460	nm0284900	nm2073672,nm0284900,nm0522216
tt0261461	\N	nm0577650
tt0261462	nm0102873,nm1264352,nm0391905,nm0322533,nm0534850,nm0810200	nm0688943,nm1171030,nm0105776,nm0120111,nm1522123,nm1455183,nm0689626,nm0925980,nm0952152
tt0261463	nm1145578	nm1222062,nm0959980
tt0261464	\N	\N
tt0261465	nm0789054,nm1454713,nm1201622,nm2996900,nm1323720	\N
tt0261466	\N	nm0423493
tt0261467	\N	nm0874363
tt0261468	nm0290402,nm0723330	nm0263826
tt0261470	nm6817392,nm2690079,nm2336457	nm0663789
tt0261471	\N	nm0244405,nm0504294
tt0261472	nm0390467,nm0365192	nm1565791
tt0261473	nm0590446	nm1056741,nm1056745,nm1056752,nm1056027,nm0329001,nm0048136
tt0261474	nm2568502,nm2396180,nm0309276,nm14860922	nm0596393
tt0261475	nm2693318,nm2838581,nm0539932,nm4485801,nm0168310,nm0676162,nm1334675,nm2200151	nm0635447
tt0261476	nm0314230,nm0002573,nm0784177,nm0447630,nm0550931,nm0931426,nm0217938,nm0368602,nm0939869	nm0622291,nm0486405,nm0458818,nm0784177,nm0528480,nm1175237,nm1175413
tt0261477	nm0468464,nm0501879	\N
tt0261478	nm1865463,nm0737880	nm1333823,nm1334005,nm1207283,nm0616338,nm1398929
tt0261479	nm0703351	nm0559306,nm0473210,nm0543562
tt0261480	nm0101689,nm0032222	nm0203316,nm0357725,nm1434273,nm0719927,nm0787992,nm0946550
tt0261481	nm0232902,nm0879000	nm5822256,nm0991368,nm0168653
tt0261482	nm0579698,nm2734428	nm0071816,nm0111576,nm0111577,nm0002042,nm0234502,nm0241416,nm0253652,nm15649431,nm0401076,nm14552567,nm0406585,nm0579698,nm14552946,nm0617737,nm14553099,nm0000590,nm14552468,nm14552649,nm14130750,nm15640731,nm0744562,nm15640646,nm0000636
tt0261483	\N	\N
tt0261484	\N	\N
tt0261485	\N	\N
tt0261486	nm0526063,nm0721209,nm0792135,nm0878233,nm0756428	nm0734570,nm1743420,nm0575781,nm0739351
tt0261487	nm0480044	nm0547173,nm0831762,nm1113273,nm1550035
tt0261488	nm1266342,nm1266867,nm0532445	nm1265077,nm1265194,nm1216570,nm0380421,nm1867683,nm1267327,nm0275585
tt0261489	nm0652969	nm0375429,nm0573172,nm0559339,nm1646562,nm3044035,nm4220844,nm0991375,nm2962801,nm1591283,nm1585890,nm1939015,nm2155991,nm4928041,nm0130275,nm5662643,nm4151982,nm0054934,nm0130420,nm0150260,nm0335322,nm0455057,nm1533860,nm0567134,nm1589899,nm0911741
tt0261490	nm0891114	nm1171030
tt0261491	nm0521535,nm0811185,nm0318085	nm0054985,nm0164983,nm0166074,nm0296625,nm0478588,nm0502643
tt0261492	nm0667182,nm0001835,nm0143984,nm1879589,nm0262277,nm0004206,nm0428109,nm0902467,nm0101304,nm0409036,nm0638527	nm0777209,nm0780798,nm0340732,nm0086749,nm0413924,nm0851392,nm0860375,nm0066733,nm0242586,nm0403913,nm1044446,nm0490377,nm0532960,nm0588382,nm0777203,nm0884124,nm0900599,nm0901428,nm0032566,nm0088981,nm5154011,nm0905825
tt0261493	\N	nm0394316,nm0395655,nm0680226
tt0261494	nm0068007	nm0550744,nm0589711,nm0719927,nm0787992
tt0261495	nm0242658,nm1729212	nm1444603
tt0261496	nm0186245,nm0517323	nm0186245,nm0517323,nm0652640
tt0261497	nm0176686,nm0671226,nm0229914,nm0694411	nm0063193,nm0455673,nm0731615,nm0100352,nm0775183,nm0796303
tt0261498	nm0094361	nm0456847
tt0261499	nm0541183	\N
tt0261500	nm0541183	\N
tt0261501	nm0541183	\N
tt0261502	nm0541183	\N
tt0261503	nm0541183	\N
tt0261504	nm0541183	\N
tt0261505	nm0541183	\N
tt0261506	nm0687964	nm0687964
tt0261507	nm0679202	\N
tt0261508	nm0304158	nm0664084,nm0664085
tt0261509	nm0006768	\N
tt0261510	\N	\N
tt0261511	nm1789449,nm1789463	\N
tt0261512	nm1247162,nm1248626,nm0735241	nm4788059
tt0261513	nm0710530	\N
tt0261514	nm0035229	nm0035229
tt0261515	nm0006768	\N
tt0261516	nm0710530	\N
tt0261517	nm0015037	nm0015037
tt0261518	nm0721219	nm0209660,nm0721219
tt0261519	nm0006768	\N
tt0261520	nm4001134	nm3142903
tt0261521	nm0138759	nm0138759,nm0261009,nm0702500
tt0261522	nm0015037	nm0015037,nm0361581,nm0447158
tt0261523	\N	\N
tt0261524	nm0282529	\N
tt0261525	nm0469739	\N
tt0261526	nm0647312	\N
tt0261527	nm0652801	\N
tt0261528	nm0245025	\N
tt0261529	nm0015037	nm0214745
tt0261530	nm0006768	\N
tt0261531	\N	\N
tt0261532	\N	nm0108833
tt0261533	nm0006768	\N
tt0261534	nm0000655	nm0570525
tt0261535	nm0214021	\N
tt0261536	nm0345099	nm0117695,nm0800067
tt0261537	nm0586399	nm0586399
tt0261538	nm0557840	nm1154761,nm0157048,nm0211457,nm0557840,nm0658575,nm1259715
tt0261539	nm2024252,nm1219621,nm2701720	nm0226863,nm2701720,nm1219621
tt0261540	\N	\N
tt0261541	nm0740000	nm0608221
tt0261542	nm0450559,nm0450561	nm0341854
tt0261543	nm0285430,nm0873665	\N
tt0261544	nm0882190	nm0134430,nm0543691,nm0643582
tt0261545	nm0542498	nm0403960,nm0542498
tt0261546	nm0836949	nm0836949
tt0261547	nm0435563	\N
tt0261548	nm0825434	nm0825434
tt0261549	nm0550256,nm0692595	nm0384892,nm1527093,nm1898643
tt0261550	\N	\N
tt0261551	nm0183415	nm0009127,nm0183415
tt0261552	nm0453518	nm0453411,nm0453518
tt0261553	nm0006768	\N
tt0261555	nm0945847	\N
tt0261556	nm0376033	nm0247939
tt0261558	nm0286352	nm0286352,nm0918401
tt0261559	nm0256080	\N
tt0261560	nm0719890	\N
tt0261561	\N	\N
tt0261562	nm0015037	nm0015037,nm0447159
tt0261563	nm0112859	nm0492250,nm0492260
tt0261564	nm0006768	\N
tt0261565	nm0006768	nm3407152
tt0261566	nm0710530	\N
tt0261567	nm0710530,nm0820262	\N
tt0261568	nm0015037	nm0015037
tt0261569	\N	\N
tt0261570	nm0546771,nm0605857	nm0546771,nm0605857
tt0261571	\N	\N
tt0261572	\N	\N
tt0261573	\N	\N
tt0261574	nm0818881	\N
tt0261575	nm0593333	nm9200337,nm0666579
tt0261576	nm0429898	\N
tt0261577	\N	\N
tt0261578	nm0302778	\N
tt0261579	nm0410864	\N
tt0261580	\N	\N
tt0261581	nm0661799	nm0453513
tt0261582	nm0819917	\N
tt0261583	\N	\N
tt0261585	nm0094365,nm0814149	nm0094365,nm0105077
tt0261586	nm0161533	nm0161533
tt0261587	nm0050914	nm0050914,nm1680362,nm1679131,nm0632437
tt0261588	nm0156025	nm0519942,nm0526974
tt0261589	nm0719890	\N
tt0261590	nm0015037	nm0781261,nm1167578
tt0261591	nm0921404	nm0796797
tt0261592	nm0113424	\N
tt0261593	nm0102749	nm0102749,nm6396728,nm3644530,nm0491901,nm0739310
tt0261594	nm0821955	\N
tt0261595	nm0320603	\N
tt0261596	nm0520239	\N
tt0261597	nm0192698	nm0013283,nm0305885,nm0643582,nm3083349
tt0261598	nm0037468	\N
tt0261599	nm0144968,nm0800062	\N
tt0261600	nm0388462	\N
tt0261601	nm13395318	\N
tt0261602	nm0144968,nm0719019	\N
tt0261603	\N	nm0046918
tt0261604	nm1216043	nm1218437
tt0261605	nm0144968,nm0489354	\N
tt0261606	nm0144968,nm0489354	\N
tt0261607	nm0144968,nm0489354	\N
tt0261608	nm0552291	\N
tt0261609	nm0563732	nm0411588,nm0563732
tt0261610	\N	nm0046918
tt0261611	nm0956656	nm0046918
tt0261612	nm0002489	nm1176186,nm0002489
tt0261613	nm0015037	nm0015037
tt0261614	nm0469650	nm0469650
tt0261615	nm0652633	nm0652633
tt0261617	\N	\N
tt0261618	nm0643600	\N
tt0261619	nm0480081	nm0044214,nm1287403
tt0261620	nm0315833	nm0206921
tt0261621	nm0560066	nm0948461,nm0506718,nm0752900
tt0261622	\N	\N
tt0261623	nm0844541	nm0546472
tt0261624	nm1009784	nm1009784
tt0261625	nm0601815	nm0601815
tt0261626	nm0601815	\N
tt0261627	nm0601815	\N
tt0261628	nm0601815	\N
tt0261629	nm0380133	nm0297488,nm0555005
tt0261630	nm0881638	\N
tt0261631	nm0601815	\N
tt0261632	\N	\N
tt0261633	nm0602253	\N
tt0261634	nm0740000	nm0574841,nm0740000
tt0261635	nm0312499	nm0574841
tt0261637	nm0231030	nm0231030,nm0632499
tt0261638	nm0341607	nm0341607
tt0261639	nm0936037	\N
tt0261640	nm0285858	nm0285858
tt0261641	nm0030365	nm0191434
tt0261642	\N	\N
tt0261644	nm0006768	\N
tt0261645	nm0006768	\N
tt0261646	nm0767697	nm0002021
tt0261647	nm0394354	\N
tt0261648	nm0849347	nm0849347,nm0950714
tt0261649	nm0006768	\N
tt0261650	nm0601815	\N
tt0261651	nm0586399	nm1883782,nm0586399
tt0261652	nm1027203,nm0289653	nm1027203
tt0261653	nm0015037	nm0407647,nm0649320
tt0261654	nm0644147	nm0644147
tt0261655	nm0568019	nm0622264,nm1193013
tt0261656	nm0131540	nm0345637
tt0261657	nm0256080	nm0256080
tt0261658	nm0379000	nm0379000
tt0261659	nm0708792	nm0173502
tt0261660	nm0080403	\N
tt0261661	nm0270849	nm1275388,nm0270849,nm0798615
tt0261662	nm1512824	\N
tt0261663	\N	\N
tt0261664	nm0883041	nm0831142
tt0261665	nm0198752	nm1650336
tt0261667	nm0030011	nm0003218,nm0785998
tt0261668	nm0015037	nm0015037
tt0261669	nm0094361	nm0094361,nm1401667
tt0261670	nm0046918	nm0046918,nm1773662
tt0261671	\N	nm0173959
tt0261672	nm0622051	\N
tt0261673	\N	\N
tt0261674	nm0414249	nm0445604,nm0684897
tt0261675	nm0936204	nm0377063,nm0936204
tt0261676	nm0710530	\N
tt0261677	nm0006768	nm0766469
tt0261678	nm0798616	nm1221211
tt0261679	nm0279043	nm0279043,nm0545115
tt0261680	nm0182040	nm0182040,nm0347269
tt0261681	nm0331022	nm0795938
tt0261682	nm0263804	nm0495944
tt0261683	\N	\N
tt0261684	\N	\N
tt0261685	nm0399493	nm0755982
tt0261686	nm0564045	nm0564045
tt0261687	nm1042380,nm0075666,nm0480172,nm0802501,nm0465462,nm0465463,nm6719612,nm2089622,nm0002224,nm0297543	nm0075666,nm1625012,nm1042380
tt0261688	nm0798827	nm0798827
tt0261689	nm0546523	nm0546523
tt0261690	nm0315074	nm0315074,nm0656978
tt0261691	nm0678027	nm3794774
tt0261692	\N	\N
tt0261693	nm0491603	nm0463305,nm2179839
tt0261694	\N	\N
tt0261695	nm0430342,nm0879133	nm1242261
tt0261696	nm0603208	\N
tt0261697	nm0134591	nm0134591
tt0261698	nm0461442	\N
tt0261699	nm0015536	nm0015536
tt0261700	nm0248316	nm0248316
tt0261701	nm4482493	\N
tt0261702	nm0182300	nm0182300,nm1222565,nm0760032
tt0261703	nm0519354,nm0930857	nm0519354,nm0930857
tt0261704	\N	\N
tt0261705	nm0813789,nm1253297	nm0759631,nm1249464
tt0261706	nm0525938	nm1303998,nm0525938
tt0261707	nm0710530	\N
tt0261708	nm0606727	nm2238454
tt0261709	nm0015037	nm0015037,nm0450209
tt0261710	nm0785773	nm0785773
tt0261711	nm0592687	nm0247939
tt0261713	nm0692374	\N
tt0261714	nm0138684	nm0130640,nm0138684,nm1818176,nm0504290
tt0261715	nm0015037	nm0015037,nm0781261,nm0920229
tt0261716	nm0006768	\N
tt0261717	nm0144968	\N
tt0261718	nm0006768	\N
tt0261719	nm0144968	\N
tt0261721	nm0006768	nm3454756,nm0694884
tt0261722	nm0710530	\N
tt0261723	\N	\N
tt0261724	nm5629595,nm5629272	nm5629595
tt0261725	nm0785773	nm0785773
tt0261726	\N	nm0002489
tt0261727	nm0591880	nm0591880,nm0874604
tt0261728	nm0785773	nm0785773
tt0261729	nm0109449	nm0406585
tt0261730	nm0155233	nm0910704
tt0261732	\N	\N
tt0261733	nm0926048	nm0926048
tt0261734	nm1790004	nm1790004
tt0261735	\N	\N
tt0261736	nm0376221	nm0558923,nm0708118
tt0261737	nm0006590	nm0006590,nm0678417
tt0261738	nm0717025	\N
tt0261739	nm0015037	nm0015037,nm0351566
tt0261740	nm1518132	\N
tt0261741	nm0710530	\N
tt0261742	nm0413459	\N
tt0261743	nm0601815	\N
tt0261744	nm0431911	nm0431911
tt0261745	nm0602253	nm3338634
tt0261746	nm0292024	\N
tt0261747	nm0015037	nm0781261
tt0261748	nm0445245	\N
tt0261749	nm0113054	\N
tt0261750	nm0704927	\N
tt0261751	nm0015037	nm0007729,nm0015037
tt0261752	nm0678449	nm0678449
tt0261753	nm0827652	nm0037832,nm1940455,nm0899895
tt0261754	nm0450122	nm0143552
tt0261755	nm0689187	nm0689185,nm0689187
tt0261756	nm0111926	nm0111926
tt0261757	nm0710539	\N
tt0261758	nm0710539	nm0361515,nm0766068
tt0261759	nm0099084	nm0077449,nm0099084,nm0491229,nm1342890,nm0563756
tt0261760	nm0006768	\N
tt0261761	nm0798616	nm0327424,nm0690411,nm0798616
tt0261762	nm0604704	nm0771175
tt0261763	nm0144968	\N
tt0261764	nm0111450	nm0111450,nm0406585
tt0261765	nm0657422,nm0452791	nm0657422
tt0261766	nm0710530	\N
tt0261767	nm0144589	\N
tt0261768	nm0719890	\N
tt0261769	nm0015037	nm0015037,nm1457832,nm0960106
tt0261770	nm0006768	nm0873116
tt0261771	nm0015037	nm0015037,nm0781261
tt0261772	nm0015037	nm0015037,nm0320274
tt0261773	nm0015037	nm0015037,nm0781261
tt0261775	nm0380448	nm0959316
tt0261776	nm0375224	nm0511807
tt0261777	nm0015037	nm0015037,nm0781261
tt0261778	nm0006768	\N
tt0261779	nm0710530	\N
tt0261780	\N	\N
tt0261781	nm0602253	nm0602253
tt0261782	nm0144968,nm0489354	\N
tt0261783	nm0015037	nm0015037
tt0261784	nm0015037	nm0015037
tt0261785	nm0956656	nm0046918
tt0261786	nm0620132	nm0595097
tt0261787	nm0253259	nm0074790,nm0340471
tt0261788	nm0710530	\N
tt0261789	nm0182300	nm0182300,nm0207243
tt0261790	nm0265339	nm0596147,nm0596151
tt0261791	nm0926387	nm0926387
tt0261792	nm0462010	nm0793067
tt0261794	\N	\N
tt0261795	nm0282529	\N
tt0261796	nm0215728	nm1784194,nm0215728
tt0261797	nm0910904	nm1327443,nm0910904
tt0261798	\N	\N
tt0261799	nm0000259	\N
tt0261800	nm0342176	nm0460104,nm0169334,nm0342176,nm0603294
tt0261801	nm0220274	nm0220274
tt0261802	nm0587085	nm0163727,nm0587085,nm2827798
tt0261804	nm0474152	nm0081397
tt0261805	nm0094361	nm0094361
tt0261806	nm0123598	\N
tt0261807	nm0015037	nm0991648,nm0721064
tt0261808	nm0687298	nm0087995,nm0489583,nm0687298
tt0261809	nm4817171,nm0332985,nm0496417	nm0016437,nm0064556,nm1933659,nm1618219,nm1680346,nm1010379,nm0333240,nm3152568,nm0424688,nm1474319,nm0005541,nm0915465
tt0261810	nm0441472	\N
tt0261811	nm0059610	nm0059610,nm0348598
tt0261812	nm0710530	\N
tt0261813	nm0123598	\N
tt0261814	nm0710530	\N
tt0261815	nm0006768	\N
tt0261816	nm0885502	nm1523763,nm0997760,nm1541637
tt0261817	nm0006768	\N
tt0261818	nm0006768	\N
tt0261819	nm0006768	nm0006768,nm0431695
tt0261820	nm0006768	\N
tt0261821	nm0006768	\N
tt0261822	nm0006768	\N
tt0261823	nm0199722	nm0676295,nm0233108
tt0261824	nm0943715	\N
tt0261825	nm0456110	nm0635925
tt0261826	nm0075242	nm0608221
tt0261827	nm0080403	\N
tt0261829	nm0710530	\N
tt0261830	nm0719890	\N
tt0261831	nm0015037	nm0015037,nm0447158,nm0854993
tt0261832	nm0188547	nm1330937
tt0261833	nm0586399	\N
tt0261834	nm1218437	nm1216176,nm0206927
tt0261835	nm0435563	\N
tt0261836	nm0710539	nm0007094
tt0261838	nm0945324	nm0847021
tt0261839	nm0123598,nm3476234	\N
tt0261840	nm0302135,nm0302192	nm0302135,nm0207010
tt0261841	nm0867624	\N
tt0261842	nm0128365	nm0128365
tt0261843	nm0830492	\N
tt0261844	nm0466793	nm0881433,nm0466793,nm0057634,nm0312405
tt0261845	nm0519574	nm0519574,nm0955575
tt0261846	nm0603208	\N
tt0261847	nm0756428,nm0792135	nm1216570,nm0734570,nm0739351
tt0261848	nm0538400	nm0475515,nm0874604
tt0261849	nm0312499	nm0067857
