nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0876771	Dylan Tuomy-Wilhoit	1990	\N	sound_department,actor,executive	tt0944947,tt23902986,tt9362722,tt2375692
nm0876772	Scott Tuoney	\N	\N	actor	tt0099499
nm0876773	Vilho Tuononen	\N	\N	actor	tt0113556
nm0876774	Risto Tuorila	1947	\N	actor	tt0090215,tt1145479,tt1433826,tt0109744
nm0876775	Lawrence Tuorto	\N	\N	producer	tt0114008
nm0876776	Auni Tuovinen	\N	\N	actress	tt0167584,tt0267271,tt0377196,tt1373193
nm0876777	Emmi Tuovinen	\N	\N	\N	\N
nm0876778	Enni Tuovinen	\N	\N	actress	tt0167584,tt0366596,tt0390245,tt0328132
nm0876779	Jonne Tuovinen	\N	\N	actor	tt0113556
nm0876780	Tiina Tuovinen	\N	\N	art_department,art_director,actress	tt1731755,tt0113662,tt0199733,tt0416871
nm0876781	Timo 'Tipi' Tuovinen	\N	\N	music_department,actor,art_department	tt0233509,tt0944114,tt0143350,tt1058604
nm0876782	Andrea Tuozzo	\N	\N	producer,miscellaneous	tt0191745,tt1847067,tt0396351,tt4896162
nm0876783	Nicolás Tuozzo	1970	\N	director,producer,writer	tt0362995,tt0318706,tt5996682,tt1482159
nm0876784	Tupa	\N	\N	\N	\N
nm0876785	Los Tupamaros	\N	\N	composer,soundtrack	tt0091541,tt0242425
nm0876786	Bistra Tuparova	\N	\N	actress	tt0298350,tt0232521,tt0173615,tt0338506
nm0876787	Edlon Tupi	\N	\N	actor	tt0206420
nm0876788	Ruben Tapiero	1989	\N	actor	tt0181530,tt11302336,tt0310458,tt0173584
nm0876789	Katy Tupin	\N	\N	art_department	tt0114448
nm0876790	Mário Tupinambá	1932	2010	writer,actor	tt0491271,tt0491270,tt0197956,tt0201809
nm0876791	Luiz Antônio Tupinambá	\N	\N	writer,assistant_director,script_department	tt0201156,tt0196504,tt0197070
nm0876792	Oleg Tupine	1920	2003	actor	tt0041599,tt0051301
nm0876793	Franco Tupini	\N	\N	production_manager,miscellaneous	tt0065553,tt0069753,tt0186501,tt0069479
nm0876794	Yuri Tupitsky	1935	\N	director,assistant_director	tt3127078,tt0267661,tt0383325,tt5340888
nm0876795	Larry Tupler	\N	\N	actor,miscellaneous	tt0365569,tt0285994,tt12170318,tt0166845
nm0876796	Jo Ann Tuplin	\N	\N	make_up_department	tt8356942,tt10334148,tt4538916,tt0498345
nm0876797	Manu Tupou	1935	2004	actor,writer,miscellaneous	tt0120784,tt0060491,tt0181776,tt0080240
nm0876798	Mira Tupou	\N	\N	actress	tt0118164
nm0876799	Little Tuppeny	\N	\N	actor	tt0004595
nm0876800	Ben Tupper	\N	\N	director,actor	tt0155611
nm0876801	Bill Tupper	\N	\N	actor	tt0110797
nm0876802	David Tupper	\N	\N	art_department	tt0104952
nm0876803	Edith Sessions Tupper	\N	1927	writer	tt0156967,tt0011312,tt0245272,tt0245010
nm0876804	Fred Tupper	\N	1976	actor,archive_footage	tt0122254,tt0243097
nm0876805	James Tupper	1965	\N	actor,writer,soundtrack	tt1175506,tt3920596,tt1396218,tt0245686
nm0876806	John Tupper	\N	\N	actor	tt0198520
nm0876807	Lois Tupper	\N	\N	writer,sound_department,miscellaneous	tt0078908,tt0252668,tt9799200
nm0876808	Loretta Tupper	1906	1990	actress,soundtrack,archive_footage	tt0089853,tt0075686,tt0085794,tt0087429
nm0876809	Pearl Tupper	1894	1928	actress	\N
nm0876810	Sereana Tupper	\N	\N	editor	tt0281904
nm0876811	Tristram Tupper	1885	1954	writer	tt0025424,tt0034948,tt0027674,tt0024870
nm0876812	Allan Tuppurainen	1951	\N	actor,writer,director	tt0428154,tt2343707,tt0102824,tt0140793
nm0876813	Kimmo Tuppurainen	1959	\N	actor	tt0085739,tt0956282
nm0876814	Bob R. Tupta	\N	\N	art_department	tt0119225,tt0117041,tt0170348
nm0876815	Robert R. Tupta	\N	\N	art_department,miscellaneous	tt0119791,tt0120026,tt11717610,tt0115396
nm0876816	Rosie Tupta	\N	\N	art_department,set_decorator	tt0107680,tt0159730
nm0876817	Robert Tuptin	\N	\N	art_department	tt0119012
nm0876818	Lani John Tupu	1955	\N	actor,director,miscellaneous	tt0187636,tt0098141,tt0387736,tt0443473
nm0876819	Peter Tupy	1946	2005	visual_effects,camera_department,cinematographer	tt0089568,tt0092402,tt0215614,tt0247500
nm0876820	Scott Tupy	\N	\N	camera_department	tt0109297,tt0119986,tt0389591
nm0876821	Tuqui	1955	2019	actor,archive_footage	tt0281463,tt0485727,tt0231029,tt1467957
nm0876822	Ana Tur	\N	\N	actress	tt0020464,tt0017273,tt0024588,tt0018069
nm0876823	Ariadna Tur	1915	\N	writer,actress	tt1989466,tt0064832,tt6105962
nm0876824	Francisco Tur	\N	\N	director,animation_department,writer	tt0036766,tt0035818,tt0033349,tt0034082
nm0876825	Oksana Tur	\N	\N	actress	tt0230558
nm0876826	Pyotr Tur	1908	1978	writer	tt0042029,tt0064832,tt0038350,tt0047992
nm0876827	Vicenç Tur	\N	\N	actor	tt0143847
nm0876828	Viktoriya Tur	\N	\N	actress	tt0230558
nm0876829	Janina Tur-Kirylow	\N	1984	costume_designer,actress,costume_department	tt0072446,tt0080070,tt0085910,tt0089407
nm0876830	Consol Tura	\N	\N	casting_director,costume_designer,actress	tt0104258,tt0082984,tt0078934,tt0081139
nm0876831	Selma Tura	\N	\N	actress	tt0179501
nm0876832	Yalçin Tura	1934	\N	composer	tt0200490,tt1556132,tt0133991,tt2007346
nm0876833	Hasanagha Turabov	1938	2003	actor,director	tt0263880,tt1493313,tt0300291,tt0078816
nm0876834	Umur Turagay	1959	\N	director,actor,cinematographer	tt9520140,tt11988676,tt16913068,tt0913349
nm0876835	Andreas Turai	\N	\N	camera_department,cinematographer	tt0090478,tt3505840,tt0285376,tt2271413
nm0876836	Ida Turay	1907	1997	actress,soundtrack,archive_footage	tt0045355,tt0030399,tt0033863,tt0035194
nm0876838	Teddy Turai	\N	\N	costume_designer,actor	tt0050940,tt0137831,tt0050862,tt0047651
nm0876839	Jesse Turajski	\N	\N	sound_department,miscellaneous	tt0102800,tt0094834,tt0095379,tt0097031
nm0876840	Elsa Turakainen	1904	1992	actress,archive_footage	tt0047304,tt0138657,tt0031914,tt0133129
nm0876841	Akin Turan	\N	\N	actor	tt5294516,tt0183957
nm0876842	Avni Turan	\N	\N	production_manager,art_department,assistant_director	tt0183356,tt0344860,tt0279653,tt0183757
nm0876843	Fadime Turan	1973	\N	actress	tt1526318,tt0128007,tt10834220,tt3170900
nm0876844	James Tura	\N	\N	actor	tt0055380
nm0876845	Kenneth Turan	1946	\N	writer	tt0099209,tt13660266,tt0403831,tt0207195
nm0876846	Muzaffer Turan	1943	2001	cinematographer,camera_department,actor	tt0184983,tt13231196,tt0079112,tt3162686
nm0876847	Süleyman Turan	1936	2019	actor,writer,assistant_director	tt0457212,tt0263403,tt1567448,tt0491321
nm0876848	Tanya Turan	\N	\N	actress	tt0114940
nm0876849	Tatiana Turan	\N	\N	actress,choreographer,miscellaneous	tt0364845,tt5899728,tt8342226,tt6012704
nm0876850	Turanda	\N	\N	actress	tt0146572,tt0040300,tt0041697
nm0876852	Gani Turanli	1926	2005	cinematographer,actor,camera_department	tt0067897,tt0398704,tt0066742,tt0068181
nm0876853	Robert Turano	\N	\N	actor,miscellaneous	tt3864056,tt0203259,tt0125971,tt3339966
nm0876854	Jorge Turano	\N	\N	make_up_department	tt0401933,tt0113992,tt0106610,tt0116086
nm0876855	Orestes Turano	\N	\N	actor,writer	tt0809347,tt0209579
nm0876857	Kent Turansky	1962	\N	camera_department	tt0240509,tt0118620,tt0229976
nm0876859	Ana Turanzo	\N	\N	actress	tt0107128,tt0092544
nm0876860	Augusto Turati	\N	\N	writer,producer	tt0032454,tt0033344,tt0032229,tt0033444
nm0876861	Irene Turati	\N	\N	actress	tt0433028,tt0206393,tt0816165
nm0876862	József Turay	1905	1963	actor	tt0222125
nm0876864	Anvar Turaev	1934	\N	actor,director,assistant_director	tt0266070,tt0309382,tt2301061,tt0231299
nm0876865	Rustam Turayev	\N	\N	actor,assistant_director	tt0264661,tt0261151,tt0073872,tt0265582
nm0876866	Ctibor Turba	1944	\N	actor,writer,miscellaneous	tt0278628,tt0294602,tt0290109,tt0171141
nm0876867	Magdalena Turba	1983	\N	actress,miscellaneous	tt3253986,tt1871731,tt3996972,tt0322968
nm0876868	Dietlinde Turban	1957	\N	actress	tt0190600,tt0199049,tt0078879,tt0082412
nm0876869	Thomas Turbato	\N	\N	cinematographer,composer	tt0157532,tt0204265,tt0216380,tt0204817
nm0876870	Anna Turbau	\N	\N	assistant_director,cinematographer,producer	tt0327280,tt0826035,tt1248182,tt0257714
nm0876871	Juan Gabriel Turbay	\N	\N	composer,music_department,soundtrack	tt0256271,tt4477628,tt1748374,tt1829919
nm0876872	Julio César Turbay	1916	2005	\N	\N
nm0876873	Marion Turbeaux	\N	\N	art_department,production_manager,miscellaneous	tt0459412,tt0450029,tt0450155,tt0337215
nm0876874	Xhelal Turbedari	\N	\N	camera_department	tt0271837,tt0273273,tt0277896
nm0876875	D.J. Truber	\N	\N	actor	tt0120319
nm0876876	Kim Turberville	\N	\N	producer	tt0187284,tt0481480,tt0231063,tt0321388
nm0876877	Ben Turbett	1874	1936	director,actor	tt0159124,tt0176911,tt0168551,tt0168611
nm0876878	Janice Turbeville	\N	\N	actress	tt0098411
nm0876879	Ron Turbeville	\N	\N	actor,writer,miscellaneous	tt0071258,tt0062591,tt0062539,tt0136671
nm0876880	Ryszard Turbiasz	\N	\N	actor,production_manager,miscellaneous	tt1475553,tt0115427,tt1508108,tt0088861
nm0876881	Elizabeth Turbide	\N	\N	actress	tt0094325
nm0876882	François Turbide	\N	\N	actor	tt0277120
nm0876883	Manon E. Turbide	\N	\N	actress	tt0092297,tt0347544
nm0876884	Serge Turbide	\N	2000	director,producer,actor	tt0264228,tt7525604,tt18555318,tt0250674
nm0876885	Fabrice Turbil	\N	\N	assistant_director,art_department,camera_department	tt0125695,tt0094483,tt0390673,tt0320475
nm0876886	Viktor Turbin	\N	\N	director,writer,miscellaneous	tt5867970,tt5396456,tt5858592,tt0163956
nm0876887	Nika Turbina	1974	2002	actress,archive_footage	tt0097299
nm0876888	Ian Turbitt	\N	\N	art_department,actor	tt0096616,tt0101518
nm0876889	Mark Turbiville	\N	\N	location_management	tt0220343,tt0219469
nm0876890	Tom Turbiville	\N	\N	actor	tt1212450,tt0210945,tt0132477,tt0162462
nm0876891	Turbo Kong	1968	\N	actor	tt0372784,tt0156998,tt28373455,tt0120541
nm0876892	Jeffrey Turboff	\N	\N	actor,editor,producer	tt6524364,tt4037410,tt5797876,tt8412736
nm0876893	Kathy Turbott	\N	\N	miscellaneous	tt0080513
nm0876894	Sylvia Turbová	1947	2015	actress,archive_footage	tt3803980,tt9531048,tt0082629,tt0213662
nm0876895	Darren B. Turbow	\N	\N	producer,production_manager,miscellaneous	tt2254566,tt0119642,tt0203214,tt0113278
nm0876896	Verna Turbulence	\N	\N	actor	tt0117167
nm0876897	Gaby Turbé	\N	\N	actress	tt0091461
nm0876898	Jeannot Turbé	\N	\N	actor	tt0091461
nm0876899	Octave Turbé	\N	\N	actor	tt0091461
nm0876900	Tony Turca	\N	\N	actor	tt0087003
nm0876901	Anca Turcasiu	\N	\N	actress	tt10214520,tt2646534,tt0127271,tt0127022
nm0876902	Stefan Turchak	\N	1988	music_department	tt0058642,tt5332718,tt3127078,tt0338063
nm0876903	Kseniya Turchan	1967	\N	actress	tt0230643,tt0091876,tt0167313,tt0217727
nm0876904	Sarah Turchan	\N	\N	actress	tt0206121,tt0204332,tt3604086
nm0876905	Yevdokiya Turchaninova	1870	1963	actress	tt2565936,tt0045542,tt0045045,tt0044949
nm0876906	Louis Turchen	\N	\N	music_department	tt0129119,tt1281128,tt0176728,tt0054468
nm0876907	Ivan Turchenkov	1914	1993	actor	tt0079579,tt0172812,tt0313674,tt0063794
nm0876909	Giulio Turchetti	\N	\N	actor	tt0023877
nm0876910	Michell Turchetti	\N	\N	actor	tt0119608
nm0876911	Bruno Turchetto	\N	\N	producer,production_manager	tt0086779,tt0059427,tt0061864,tt0180102
nm0876912	Mark Turchetto	\N	\N	writer	tt0282220
nm0876913	Michele Turchetto	\N	\N	camera_department	tt3062096,tt14371878,tt1243957,tt0402894
nm0876914	Sara Turchetto	1983	\N	actress	tt0088554,tt0914865,tt11003370,tt0780456
nm0876915	Angela Turchi	\N	\N	costume_department	tt0123385,tt0140439
nm0876916	Arianne Turchi	\N	\N	actress	tt0366429,tt0211700
nm0876917	David Turchi	\N	\N	assistant_director,writer,producer	tt0120915,tt11214590,tt0097737,tt0119055
nm0876918	Domenico Turchi	\N	\N	actor	tt26467105,tt5543926,tt0208465
nm0876919	Enzo Paolo Turchi	1949	\N	miscellaneous,actor	tt0199305,tt0450530,tt0483854,tt0485174
nm0876920	Guido Turchi	1916	2010	composer,writer	tt0081165,tt0057529,tt0138286,tt2416584
nm0876921	Jennifer Turchi Nigh	\N	\N	make_up_department	tt0371746,tt0163651,tt0369436,tt0460649
nm0876922	Lionel Turchi	\N	\N	actor	tt0877621,tt0092133,tt0372616
nm0876923	Maura Turchi	\N	\N	make_up_department	tt0352343,tt1852770,tt0065761,tt0087759
nm0876924	Morena Turchi	\N	\N	actress	tt0100650,tt9034532,tt0290958
nm0876925	Danielle Turchiano	1984	\N	script_department,producer,director	tt2856970,tt0877357,tt1002670,tt1357155
nm0876926	Jerry Turchin	\N	\N	actor	\N
nm0876927	Lori M. Turchin	\N	\N	art_department,actress,miscellaneous	tt0097493,tt0099577,tt0100728,tt0112574
nm0876928	Scott Turchin	\N	\N	actor	tt0091541,tt0086662
nm0876929	A. Turchina	\N	\N	actress	tt0052642
nm0876930	S. Turchina	\N	\N	actress	tt0167075
nm0876931	Steve Turchinsky	\N	\N	camera_department	tt0118827
nm0876932	William S. Turchyn II	\N	\N	miscellaneous,actor	tt1843866,tt0405422,tt0108147,tt0327247
nm0876933	William Turchyn III	\N	\N	miscellaneous	tt0120885
nm0876934	Bill Turchyn	\N	\N	miscellaneous	tt0463985,tt0117008,tt0108147,tt0127689
nm0876935	Jerry Turchyn	\N	\N	sound_department,camera_department,actor	tt0099053,tt0095806,tt0100170,tt6411070
nm0876936	Peter Turchyn	\N	\N	art_department,miscellaneous	tt0118703,tt0287594,tt0294696,tt1479167
nm0876937	William S. Turchyn	\N	\N	miscellaneous	tt0114887,tt0246643
nm0876938	Massimo Turci	1930	2023	miscellaneous,sound_department,actor	tt0072010,tt0072200,tt0095866,tt0143945
nm0876939	Patricia Turcios	\N	\N	miscellaneous	tt0111093,tt0100765,tt0110854
nm0876940	George Turek	\N	\N	sound_department	tt0059464,tt0054035,tt0054206
nm0876941	Gina Marie Turcketta	\N	\N	actress,miscellaneous	tt0100140,tt6072478,tt1216851,tt0096605
nm0876942	Charlotte de Turckheim	1955	\N	actress,writer,director	tt4161632,tt0486084,tt0194704,tt0085477
nm0876943	Cyril de Turckheim	\N	\N	composer,director,soundtrack	tt1289783,tt0206151,tt1855249,tt1280693
nm0876944	Sabine Turco Jr.	\N	\N	actress	tt0081398
nm0876945	Addolorata Turco	\N	\N	actress	tt0239936
nm0876946	Annabella Turco	1929	2010	actress	tt0087747,tt0083936,tt0080841
nm0876947	Enzo Turco	1902	1983	actor,writer,miscellaneous	tt0047238,tt5567202,tt0048587,tt0049075
nm0876948	Gerardo Turco	\N	\N	actor	tt0239936
nm0876949	Giovanna Turco	\N	\N	make_up_department,miscellaneous	tt5294550,tt0335345,tt0326977,tt0108059
nm0876950	Giuseppe Turco	\N	\N	actor	tt0239936
nm0876951	Joey Turco	1974	\N	composer,soundtrack	tt0486099,tt0211273
nm0876952	Kanani Turco	\N	\N	actress	tt0223512,tt0205610
nm0876953	Lisa Turco	\N	\N	casting_director,actress,assistant_director	tt0101860,tt0099330,tt0102535,tt0200497
nm0876954	Luca Turco	1990	\N	actor,archive_footage	tt0117367
nm0876955	Marcello Turco	\N	\N	art_department	tt0116040,tt0118799,tt0141926,tt0095497
nm0876956	Marco Turco	1960	\N	director,writer,assistant_director	tt1065328,tt26933713,tt0207134,tt0169368
nm0876957	Maria Grazia Turco	\N	\N	actress	tt0072062
nm0876958	Paige Turco	1965	\N	actress	tt0103060,tt0108308,tt0814335,tt0445990
nm0876959	Paolo Turco	1948	2022	actor,miscellaneous	tt0188167,tt0072007,tt0144647,tt0367279
nm0876960	Tony Turco	\N	\N	actor	tt0104466,tt0076238,tt0082945,tt5373936
nm0876961	Umberto Turco	\N	\N	production_designer,art_director,art_department	tt0087909,tt0078445,tt0086779,tt0090009
nm0876962	Kathleen Turco-Lyon	\N	\N	actress	tt0114852,tt0094963,tt1147683,tt0110909
nm0876963	Rolf Turconi	\N	\N	camera_department,cinematographer,assistant_director	tt0052665,tt0386110,tt0053783,tt0948617
nm0876964	André Turcot	\N	\N	sound_department	tt0105377,tt0201969,tt0110390,tt0104019
nm0876965	Lise Turcot	\N	\N	miscellaneous	tt0125135,tt0255266,tt0230069,tt0165775
nm0876966	Louise Turcot	1944	\N	actress	tt0383782,tt28613565,tt0065891,tt6853886
nm0876967	Michel Turcot	\N	\N	assistant_director,production_manager,art_department	tt0080164,tt0078808,tt0081578,tt0078900
nm0876968	Susan Turcot	\N	\N	camera_department	tt0116629,tt0120768,tt0120338,tt0258000
nm0876969	Genevieve Turcot-Dompierre	\N	\N	actress	tt0090684
nm0876970	Stephanie Turcote	\N	\N	visual_effects	tt0120741
nm0876971	Jeff Turcott	\N	\N	actor	tt0156005
nm0876972	Sheldon Turcott	1936	2000	actor	tt0119731,tt0118670,tt0115326,tt0196484
nm0876973	Benoît Turcotte	\N	\N	actor	tt0115799
nm0876974	Bernard Turcotte	\N	\N	editorial_department	tt0111110,tt0110709,tt0173747,tt0119392
nm0876975	Deborah Turcotte	\N	\N	actress	tt0171392
nm0876976	Eric Turcotte	\N	\N	actor,producer	tt9527614,tt0107531
nm0876977	François Turcotte	\N	\N	actor,sound_department,miscellaneous	tt0198190,tt0102845,tt0115249
nm0876979	Ghislain Turcotte	\N	\N	actor	tt0118764
nm0876980	Julie Turcotte	\N	\N	sound_department,actress,music_department	tt0119211,tt0115799,tt0229898,tt0162824
nm0876981	Louis Turcotte	\N	\N	actor	tt0104782
nm0876982	Michael Turcotte	\N	\N	camera_department,actor,miscellaneous	tt0169347,tt0306846,tt0176799,tt0218094
nm0876983	Paul Turcotte	\N	\N	location_management,producer,production_manager	tt0369702,tt0389426,tt0167456,tt0419291
nm0876984	Paulette M. Turcotte	\N	\N	\N	\N
nm0876985	Raymond Turcotte	\N	\N	actor,writer,composer	tt10457930,tt28857032,tt10457978,tt7717054
nm0876986	Roger Turcotte	\N	\N	actor	tt0080718,tt0080886,tt0074456,tt0075036
nm0876987	Roméo Turcotte	\N	\N	art_department	tt0076590,tt0078976,tt0077728,tt0078398
nm0876988	Samuel Turcotte	\N	\N	producer,director,actor	tt0306846,tt0118840,tt0266692
nm0876989	Stephane Turcotte	\N	\N	miscellaneous	tt0118912
nm0876990	Thomas L. Turcotte	\N	\N	actor	tt0100266
nm0876991	Gheorghe Turcu	1928	1992	director,writer	tt0183665,tt0184732,tt0182745,tt0158038
nm0876992	Andrée Turcy	\N	\N	actress	tt0047171,tt0044883,tt0056038,tt0288633
nm0876993	Arman Turdiyev	\N	\N	actor	tt0186425
nm0876994	Ernis Turdubayev	\N	\N	\N	tt0263262
nm0876995	Aruna Ture	\N	\N	producer	tt0185784
nm0876996	Caramba Ture	\N	\N	actor	tt0105675
nm0876997	Mustapha Ture	\N	\N	actor	tt0063268,tt0084624,tt0070820,tt0073915
nm0876998	Michel Tureau	1938	\N	actor,writer	tt0080815,tt0235894,tt0106822,tt0135171
nm0876999	Josephe Tureaud	\N	\N	stunts	tt0119988,tt0103978,tt0131436,tt0110064
nm0877000	Nariman Turebaev	1970	\N	writer,director,editor	tt0376746,tt2075313,tt3534636,tt0303665
nm0877001	Marie Turecková	\N	\N	miscellaneous	tt0109781
nm0877002	Frank Tureen	\N	\N	camera_department	tt0076804
nm0877003	Jose Turegano	\N	\N	miscellaneous	tt0040351
nm0877004	John Turei	\N	\N	\N	tt0179619
nm0877005	Andy Turek	\N	\N	camera_department,art_department	tt2369135,tt0353324,tt13015408,tt0125980
nm0877006	Dan Turek	\N	\N	camera_department,miscellaneous	tt0120458,tt0115857,tt9114286,tt0441796
nm0877007	Ginger Turek	\N	\N	producer,sound_department,editorial_department	tt0084894,tt0373464,tt1625320,tt15796632
nm0877008	Ira Turek	\N	\N	writer,animation_department,art_department	tt0082509,tt0077869,tt0061301,tt0076929
nm0877009	James Turek	\N	\N	miscellaneous	tt0114011
nm0877010	Jerzy Turek	1934	2010	actor,archive_footage	tt0060833,tt0127384,tt0097676,tt0097408
nm0877011	Kenneth Turek	\N	\N	art_department,set_decorator	tt0181689,tt0317740,tt0102926,tt0181852
nm0877012	Ludwig Turek	1898	1975	writer	tt0050427,tt0042008,tt0235542,tt0089234
nm0877013	Lumir Turek	\N	\N	sound_department	tt0278386,tt0397705,tt3803980,tt0407464
nm0877014	Ron Turek	1943	\N	actor	tt0105378
nm0877015	Steve Turek	\N	\N	miscellaneous,location_management	tt0088258,tt0083690,tt0087379,tt1301013
nm0877016	Tomás Turek	1961	\N	actor	tt2071661,tt5976538,tt0134830,tt0399966
nm0877017	Alona Turel	\N	\N	composer	tt0148477,tt0077108,tt9868932
nm0877018	Antonio Turell	\N	\N	make_up_department	tt0039830,tt0052741,tt0036714,tt0035601
nm0877019	Sanna Turell	\N	\N	set_decorator	tt0134001
nm0877020	Saul J. Turell	1921	1986	producer,writer,director	tt0079704,tt0053536,tt0059402,tt0298996
nm0877021	Annette Turen	\N	\N	actress	tt0106412
nm0877022	Eric Turenne	\N	\N	art_department,visual_effects,camera_department	tt0252503,tt0450314,tt0348836,tt2582500
nm0877023	Gilles de Turenne	\N	1997	production_manager,producer,assistant_director	tt0075781,tt0137652,tt0063671,tt0077904
nm0877024	Henri de Turenne	1921	2016	writer,producer,director	tt0115094,tt0848309,tt0087284,tt8754686
nm0877025	Joujou Turenne	\N	\N	actress,writer	tt1756750,tt0411743,tt1479388,tt1734326
nm0877026	Joëlle Turenne	\N	\N	set_decorator,art_department	tt0117653,tt0127349,tt0120070,tt0158369
nm0877027	Louis Turenne	1933	2006	actor,archive_footage	tt0095690,tt0116514,tt0082934,tt0106770
nm0877028	Solange Turenne	1927	2015	actress	tt0159026,tt0240177,tt0193783,tt0239024
nm0877029	Gabriel Mario Tureo	\N	\N	actor	tt0318523,tt0102038
nm0877030	Leonel Tureo	\N	\N	producer,miscellaneous	tt0096689,tt28260427
nm0877031	Mark Tureski	1967	\N	visual_effects,editorial_department,miscellaneous	tt0414993,tt0416449,tt0300556,tt0443632
nm0877032	Astrid Turesson	\N	\N	actress	tt0179501
nm0877033	Claes-Göran Turesson	1947	\N	actor,archive_footage	tt0347457,tt0185112,tt0251091,tt0115426
nm0877034	Gunnar Turesson	1906	2001	actor,soundtrack	tt0036029,tt0036884,tt0036992,tt11847752
nm0877035	Rune Turesson	1921	1992	actor	tt0092376,tt0272871,tt0324908,tt0318231
nm0877036	Willy Turesson	\N	\N	actor	tt0090610,tt0220194
nm0877037	Yefim Turetsky	1948	\N	sound_department	tt0136480,tt0099631,tt0281357,tt0383020
nm0877038	Freddie Turett	\N	\N	transportation_department	tt1176740,tt0388482,tt1135985,tt3520702
nm0877039	Angelo Turetta	\N	\N	camera_department,miscellaneous	tt0086779,tt0346336,tt0265930,tt8526370
nm0877040	Narjara Turetta	1966	\N	actress,archive_footage	tt0154075,tt0204085,tt0209784,tt1889106
nm0877041	Evgeniy Turevich	1931	2003	cinematographer,camera_department	tt0069653,tt3512100,tt6052870,tt6115054
nm0877043	Jacek Turewicz	1951	\N	production_designer,art_department,set_decorator	tt5782146,tt0120229,tt0486028,tt8706988
nm0877044	Turf	\N	\N	actor,composer,soundtrack	tt0269043,tt0341193,tt5981670,tt31895704
nm0877045	James Turfler	\N	1933	actor	tt0013085,tt0015471,tt0209236
nm0877046	Curly Turford	\N	\N	\N	tt0039646
nm0877047	Aleksandra Turgan	1953	2014	actress	tt0274752,tt0078107,tt0101752,tt0265586
nm0877048	Özkan Turgay	1958	\N	composer	tt0098573,tt1279180,tt0499212,tt0436977
nm0877049	Zara Turgel Chickanis	\N	\N	costume_department,special_effects,miscellaneous	tt0111282,tt0120611,tt0183523,tt0120479
nm0877050	Camina Turgel	\N	\N	art_department,costume_department,art_director	tt0118119,tt0398830,tt0342207,tt0115355
nm0877051	Zara Turgel	\N	\N	costume_department	tt0120604,tt0281072
nm0877052	Boaz Turgeman	\N	\N	actor	tt0092803,tt0085990,tt35103889
nm0877054	Hadas Turgeman	\N	\N	actress	tt0085990
nm0877055	Ya'ackov Turgerman	\N	\N	art_director,production_designer,art_department	tt0143231,tt0111140,tt0116987,tt0823493
nm0877056	Uda Turgeman	\N	\N	sound_department	tt0214165
nm0877057	Ivan Turgenev	1818	1883	writer,music_department,soundtrack	tt1957799,tt0271280,tt0065703,tt1042536
nm0877058	Danielle Turgeon	\N	\N	camera_department	tt0127640,tt0118647,tt0115960,tt0120598
nm0877059	Danny Turgeon	\N	\N	production_manager,transportation_department,miscellaneous	tt0414993,tt1840417,tt0450314,tt0485947
nm0877060	David Turgeon	\N	\N	art_department,set_decorator	tt3829266,tt0452625,tt12412888,tt0220506
nm0877061	Denis Turgeon	\N	\N	art_department	tt0127640,tt0113776,tt0116048,tt0119279
nm0877062	Diane Turgeon	\N	\N	actress	tt0091832,tt0096060
nm0877063	Jean-Philippe Turgeon	\N	\N	producer,assistant_director,production_manager	tt8938784,tt0118346,tt1170243,tt0119392
nm0877064	Loranne Turgeon	\N	\N	producer,production_manager,miscellaneous	tt0105695,tt0107206,tt1464540,tt2431438
nm0877065	Marie Turgeon	\N	\N	actress	tt3488710,tt16533166,tt4082320,tt12017938
nm0877066	Marie-Andrée Turgeon	\N	\N	assistant_director,location_management,miscellaneous	tt3672742,tt2336630,tt10260042,tt2234032
nm0877067	Marthe Turgeon	1944	2011	actress	tt0112714,tt0095649,tt0119674,tt0096516
nm0877068	Natalie-Suzanne Turgeon	\N	\N	actress	tt0218672
nm0877069	Peter Turgeon	1919	2000	actor,writer,director	tt0065377,tt0080365,tt0058384,tt0267223
nm0877070	Pierre Turgeon	\N	\N	writer	tt0071533,tt0212163,tt0107574,tt0255625
nm0877071	Ron Turgeon	\N	\N	make_up_department	tt0101465,tt0115366,tt0101230,tt0105944
nm0877072	Serge Turgeon	1946	2004	actor	tt0193079,tt0125421,tt0188316,tt0189260
nm0877073	Suzanne Turgeon	\N	\N	editor,editorial_department,actress	tt0200181,tt0201969,tt1500215,tt0115789
nm0877076	Pál Turgonyi	1919	2008	actor	tt0077514,tt0041608,tt0128862,tt1268823
nm0877077	Kurtcebe Turgul	1970	\N	writer,actor,director	tt1668191,tt0116231,tt0264700,tt8804172
nm0877078	Yavuz Turgul	1946	\N	writer,director,producer	tt0116231,tt1668191,tt0184756,tt0425079
nm0877079	Emel Turgut	1942	\N	actress	tt0431475,tt0277064
nm0877080	Faruk Turgut	1960	\N	producer,director,assistant_director	tt8478162,tt8478070,tt2523648,tt0885487
nm0877081	Raymond Turgy	\N	\N	actor	tt0027825,tt0153439,tt0025592
nm0877082	Frances Turham	\N	\N	actress	tt0026113,tt0028917
nm0877083	Serpil Turhan	1979	\N	actress,director,writer	tt3596312,tt15672406,tt5377278,tt0280096
nm0877084	Su Turhan	1966	\N	writer,director,actor	tt0251101,tt1572985,tt4534314,tt0363050
nm0877086	Turi	\N	\N	actor	tt0217037,tt0248626
