tconst	directors	writers
tt10510910	nm0253727	\N
tt10510912	\N	\N
tt10510914	nm0253727	\N
tt10510916	nm1454892,nm5859016,nm3846340,nm3055366	nm5107569,nm5642614,nm6215764,nm1715628
tt10510918	nm0253727	\N
tt1051092	\N	\N
tt10510920	nm2212978	nm3501035
tt10510922	\N	\N
tt10510926	\N	\N
tt10510928	\N	\N
tt1051093	\N	\N
tt10510930	nm0253727	\N
tt10510932	nm4456900	nm4456900
tt10510934	nm0253727	\N
tt10510936	\N	\N
tt10510938	nm0253727	\N
tt1051094	\N	\N
tt10510942	nm0253727	\N
tt10510944	nm10519606	nm10777589
tt10510946	\N	\N
tt10510948	nm0253727	\N
tt1051095	\N	\N
tt10510950	nm0253727	\N
tt10510954	nm0253727	\N
tt10510958	nm0253727	\N
tt1051096	\N	\N
tt10510960	\N	\N
tt10510962	\N	\N
tt10510964	\N	\N
tt10510966	nm0253727	\N
tt10510968	nm0253727	\N
tt1051097	\N	\N
tt10510972	nm0253727	\N
tt10510974	nm0253727	\N
tt10510976	nm9408189	nm9408189
tt10510978	nm0253727	\N
tt1051098	\N	\N
tt10510982	nm0253727	\N
tt10510984	nm0253727	\N
tt10510986	nm0253727	\N
tt10510988	nm10764497	nm10764497,nm10777606
tt1051099	\N	\N
tt10510990	nm0253727	\N
tt10510994	nm10438677	nm10436793,nm10436796,nm10436800
tt10510996	nm0253727	\N
tt10510998	nm4456900	nm4456900
tt1051100	\N	\N
tt10511000	\N	nm4675383
tt10511002	\N	nm10436793,nm10436796,nm10436800
tt10511006	\N	\N
tt10511008	\N	\N
tt1051101	\N	\N
tt10511010	\N	\N
tt10511012	\N	\N
tt10511014	\N	\N
tt10511016	\N	\N
tt10511018	\N	\N
tt1051102	\N	\N
tt10511020	\N	\N
tt10511022	\N	nm4675383
tt10511024	nm6413462	\N
tt10511026	nm0646019	nm0564561,nm0584017,nm5662097,nm5925915,nm9614425,nm5253288,nm7943222,nm5713063
tt10511028	nm0259693	nm0471890,nm1233709
tt1051103	\N	\N
tt10511034	nm3040029	nm2414113,nm4311463,nm7702911,nm4012272,nm3643860
tt10511038	nm2822866	nm6071949
tt1051104	\N	\N
tt10511040	nm2822866	nm6071949
tt10511042	\N	nm1472120
tt10511046	nm2822866	nm6071949
tt10511048	nm2822866	nm6071949
tt1051105	\N	\N
tt10511050	nm2822866	nm6071949
tt10511052	nm2822866	nm6071949
tt10511054	nm2822866	nm6071949
tt10511056	\N	\N
tt10511058	nm2822866	nm6071949
tt1051106	\N	\N
tt10511060	\N	\N
tt10511062	nm2822866	nm6071949
tt10511064	\N	\N
tt10511066	nm10028466	nm10028466
tt10511068	nm10777737	\N
tt1051107	\N	\N
tt10511070	\N	nm10319240,nm2590877,nm10777739,nm10697698
tt10511074	nm2212978,nm10777774,nm4396821,nm1444661,nm10777773	\N
tt10511078	\N	\N
tt1051108	\N	\N
tt10511080	nm7210401	nm7210401
tt10511082	nm4845997	nm10775215
tt10511084	\N	\N
tt10511086	nm5422777	\N
tt1051109	\N	\N
tt10511090	nm1414834,nm1419052	\N
tt10511092	nm1414834,nm1419052	\N
tt10511094	nm1414834,nm1419052	\N
tt10511096	nm1414834,nm1419052	\N
tt10511098	nm1414834,nm1419052	\N
tt1051110	\N	\N
tt10511100	nm1414834,nm1419052	\N
tt10511102	nm1414834,nm1419052	\N
tt10511104	nm1414834,nm1419052	\N
tt10511106	nm1414834,nm1419052	\N
tt10511108	nm1414834,nm1419052	\N
tt1051111	\N	\N
tt10511110	nm1414834,nm1419052	\N
tt10511112	nm1414834,nm1419052	\N
tt10511114	nm1414834,nm1419052	\N
tt10511116	nm1414834,nm1419052	\N
tt10511118	nm0184648	\N
tt1051112	\N	\N
tt10511120	nm4702089	nm0090190
tt10511122	nm1760724,nm4396821,nm3693595	nm4109582
tt10511124	nm0040801	\N
tt10511126	nm0040801	\N
tt10511128	nm0040801	\N
tt1051113	\N	\N
tt10511130	nm2595546	nm10777807
tt10511132	nm0702142	nm5354748
tt10511134	nm0702142	nm9004620
tt10511136	nm1534594,nm1305002	nm1534594,nm1305002,nm10780853
tt10511138	nm4702089	nm8996834
tt1051114	\N	\N
tt10511142	nm4702089	nm5107308
tt10511144	\N	nm10777803,nm2336044,nm4456900
tt10511146	\N	nm2545235,nm0898375
tt1051115	\N	\N
tt10511150	nm8002318	nm8002318
tt10511152	nm6822037	\N
tt10511154	\N	\N
tt10511156	\N	\N
tt10511158	nm8067305	nm8067804
tt1051116	\N	\N
tt10511160	\N	\N
tt10511162	\N	\N
tt10511164	\N	\N
tt10511166	\N	\N
tt10511168	\N	nm16507235
tt1051117	\N	\N
tt10511170	\N	nm16507235
tt10511172	\N	nm16507235
tt10511174	\N	nm16507235
tt10511176	\N	\N
tt10511178	\N	nm1313989
tt1051118	\N	\N
tt10511180	\N	nm16507235
tt10511184	nm9433924	nm9433924
tt10511186	nm0586281,nm2817354,nm11317622,nm1356989,nm12264119,nm5842566	nm0441419,nm8870949,nm11498586
tt10511188	\N	nm16507235
tt1051119	\N	\N
tt10511192	\N	nm16507235
tt10511194	\N	nm0805748
tt10511196	nm1700553	nm10777978,nm1700553,nm5697695
tt10511198	\N	\N
tt1051120	\N	\N
tt10511200	\N	\N
tt10511204	nm4396821	nm10777979
tt10511206	\N	nm16507235
tt10511208	\N	nm16507235
tt1051121	\N	\N
tt10511210	\N	nm16507235
tt10511214	\N	nm16507235
tt10511216	\N	nm16507235
tt10511218	\N	\N
tt1051122	\N	\N
tt10511222	\N	nm16507235
tt10511224	nm0586281	nm0441419
tt10511226	nm4396821	\N
tt1051123	\N	\N
tt10511230	\N	\N
tt10511232	nm7024329	nm7024329
tt10511234	nm1789454,nm0823965,nm10090947,nm0931388	nm0337633,nm0342278,nm0342303,nm0784124,nm6634171
tt10511236	nm7024329	nm7024329
tt1051124	\N	\N
tt10511240	nm7847633	nm7847633
tt10511242	nm3688603	nm3688603,nm10778015
tt1051125	\N	nm1210565
tt1051126	\N	\N
tt10511260	nm10697109,nm1423194	nm1409950,nm0406528
tt10511264	nm0669120	\N
tt10511266	\N	\N
tt10511268	\N	\N
tt1051127	nm0134018	nm0134018,nm0140515,nm0306035,nm1694469
tt10511270	\N	\N
tt10511272	\N	\N
tt10511274	\N	\N
tt10511276	\N	\N
tt10511278	\N	\N
tt1051128	nm0292419	nm0619361,nm0755816,nm0686889
tt10511280	\N	\N
tt10511282	\N	\N
tt10511284	\N	\N
tt10511286	\N	\N
tt10511288	nm0105680	nm2895796,nm0869509
tt1051129	nm0292419	nm0619361
tt10511290	nm1279424	\N
tt10511294	\N	\N
tt10511298	\N	nm0693355,nm0867458
tt1051130	\N	\N
tt10511300	nm1356989	nm0441419
tt10511302	nm0259693	nm0824787
tt10511304	\N	\N
tt10511306	nm1542079	nm2691201,nm3362189,nm2891978,nm7738527,nm4311463,nm2771158
tt1051131	nm0410320	nm0453885
tt10511312	nm4322560	\N
tt10511314	nm8493875,nm6321760	nm8493875,nm6321760
tt10511316	nm3544769	nm3544769,nm3221607,nm2520755
tt10511318	nm8161526	nm8161526
tt1051132	nm0936823	nm0437200
tt10511326	nm8370015	\N
tt10511328	nm8210119	\N
tt1051133	nm0936823	nm0794088
tt10511330	\N	\N
tt10511336	nm7714371	nm7714371
tt1051134	\N	nm0249134,nm0506718,nm0506719,nm1457532
tt10511340	nm10680260	nm10680260
tt10511342	\N	\N
tt10511346	nm8370015	nm8370015
tt1051135	\N	nm0191036,nm0506718,nm1457532
tt10511350	nm1937506	nm10177676,nm10897302,nm9280065,nm3285129,nm1924535,nm1937506
tt10511354	nm3688603	nm3688603
tt10511356	nm1449585	\N
tt10511358	nm1449585	\N
tt1051136	\N	nm1206724,nm0506718,nm1457532
tt10511360	nm9129102	nm9129102
tt10511362	nm1937506	nm10177676,nm10897302,nm9280065,nm3285129,nm1924535,nm1937506
tt10511364	\N	\N
tt10511368	nm6808253	nm6808253
tt1051137	\N	nm0506718,nm1457532,nm0918083
tt10511370	\N	\N
tt10511374	nm1937506	nm10177676,nm10897302,nm9280065,nm3285129,nm1924535,nm1937506
tt10511376	nm7273876,nm8133003	\N
tt10511378	\N	nm0437287,nm10778139
tt1051138	\N	nm0506718,nm1457532,nm0769593
tt10511382	nm10692916,nm0646444,nm11189156	nm10692916,nm0646444,nm11189156
tt10511386	nm1937506	nm10177676,nm10897302,nm9280065,nm3285129,nm1924535,nm1937506
tt10511388	\N	\N
tt10511390	nm2388393	\N
tt10511394	\N	\N
tt10511396	nm1937506	nm10177676,nm10897302,nm9280065,nm3285129,nm1924535,nm1937506
tt10511398	nm9685074	nm4206332,nm9685074
tt1051140	\N	nm0506718,nm0608961,nm1457532,nm0669960
tt10511400	nm2207098	nm2798165,nm1531248,nm6498526
tt10511402	nm1937506	nm10177676,nm10897302,nm9280065,nm3285129,nm1924535,nm1937506
tt10511404	nm0184362	nm2798165,nm1531248,nm6498526
tt10511406	nm0372101	nm0372101
tt10511408	nm9452612	nm9452612,nm10778154
tt1051141	\N	nm2362423,nm0506718,nm1457532
tt10511410	nm0335489	nm4105863
tt10511414	nm2207098	nm1531248,nm6498526
tt10511416	nm1937506	nm10177676,nm10897302,nm9280065,nm3285129,nm1924535,nm1937506
tt1051142	\N	nm1206724,nm0506718,nm1457532
tt10511420	\N	nm5894239
tt10511422	\N	\N
tt10511424	nm2207098	nm1531248,nm6498526
tt10511426	nm10678955,nm8761832	\N
tt10511428	\N	\N
tt1051143	\N	nm0506718,nm0538842,nm1457532
tt10511430	nm1937506	nm10177676,nm10897302,nm9280065,nm3285129,nm1924535,nm1937506
tt10511434	nm7175228,nm2320501	nm0117676,nm0117679,nm0989980,nm7823466,nm2715337,nm0460161,nm5791691,nm0856405,nm10455569,nm4948152,nm0216697
tt10511436	nm9859292	nm9859292
tt10511438	nm0184362	nm1531248,nm6498526
tt1051144	\N	nm0095685,nm0506718,nm1457532
tt10511440	nm7983301	nm10951093,nm7983301,nm9325385
tt10511444	nm9965975	nm3084013
tt10511446	nm9965975	nm3084013
tt10511448	nm9965975	nm3084013
tt1051145	nm1283825,nm0772460	nm1295098,nm3529871,nm8589269,nm1883634,nm0659615,nm0477804,nm0238186
tt10511450	nm9965975	nm3084013
tt10511452	nm9965975	nm3084013
tt10511454	nm9965975	nm3084013
tt10511456	nm9965975	nm3084013
tt10511458	nm9965975	nm3084013
tt1051146	\N	\N
tt10511460	nm10678955,nm8761832	\N
tt10511462	nm9965975	nm3084013
tt10511464	nm9965975	nm3084013
tt10511466	nm9965975	nm3084013
tt10511468	\N	\N
tt1051147	nm1408998	nm2086685
tt10511470	nm9965975	nm3084013
tt10511472	nm9965975	nm3084013
tt10511474	nm9965975	nm3084013
tt10511476	nm0184362	nm1531248,nm6498526
tt10511478	nm9965975	nm3084013
tt1051148	\N	\N
tt10511480	nm9965975	nm3084013
tt10511482	nm9965975	nm3084013
tt10511484	nm9965975	nm3084013
tt10511486	nm9965975	nm3084013
tt10511488	nm9965975	nm3084013
tt1051149	nm2261236	\N
tt10511490	nm2207098	nm1531248,nm6498526,nm7925776
tt10511492	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511494	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511496	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460,nm6179005
tt10511498	\N	\N
tt1051150	nm2261236	\N
tt10511500	\N	\N
tt10511502	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511504	\N	\N
tt10511506	\N	\N
tt10511508	\N	\N
tt1051151	nm2261236	\N
tt10511510	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511512	\N	\N
tt10511514	nm10776153	nm10776153
tt10511516	\N	\N
tt10511518	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt1051152	nm2261236	\N
tt10511520	\N	\N
tt10511522	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511524	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511526	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460,nm6179005
tt10511528	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt1051153	\N	\N
tt10511530	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511532	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511534	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511536	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460,nm6179005
tt10511538	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt1051154	nm0758745	nm1640760,nm0758745
tt10511540	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511542	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511544	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511546	nm1865788,nm9878293,nm1863744	nm2419706,nm2418460
tt10511548	\N	\N
tt1051155	nm1989373,nm0850223,nm1575106,nm2467793,nm0066448,nm1600320,nm1061465,nm1085475,nm1014026,nm1069016,nm0660181,nm8743665,nm1637781,nm1341171,nm1908678,nm1547970,nm1428567,nm1825298,nm1847913,nm8778825	nm8743665,nm0066448,nm1600320,nm1145088,nm2467793,nm1106876,nm1069016,nm8778825,nm1428567,nm2727890,nm1085475,nm2324983,nm1749212,nm1825298,nm1061465,nm2017981,nm1279704,nm1637781,nm0466886,nm1014026,nm2414456,nm1847913,nm8744890,nm1341171,nm0660181,nm1286035,nm1575106,nm0744748,nm1512839,nm1989373,nm1337908
tt10511550	\N	\N
tt10511552	\N	\N
tt10511554	\N	\N
tt10511556	\N	\N
tt1051156	\N	\N
tt1051157	\N	\N
tt10511578	\N	\N
tt1051158	\N	nm0070932
tt1051159	\N	nm0070932
tt1051160	\N	nm0070932
tt10511602	\N	\N
tt10511606	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511608	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051161	nm0850682	nm0070932
tt10511610	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511612	nm10678955,nm8761832	\N
tt10511614	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511616	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511618	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051162	\N	\N
tt10511620	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511622	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511624	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511626	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511628	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051163	\N	\N
tt10511630	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511632	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511634	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511636	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511638	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051164	\N	\N
tt10511640	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511642	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511644	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511646	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511648	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051165	\N	\N
tt10511650	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511652	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511654	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511656	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511658	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051166	\N	\N
tt10511660	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511662	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511664	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511666	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511668	\N	\N
tt1051167	\N	\N
tt10511670	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511672	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511674	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511676	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511678	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051168	\N	\N
tt10511680	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511682	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511684	nm4386928	nm4386928
tt10511686	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511688	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051169	\N	\N
tt10511690	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511692	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511694	nm0188804	\N
tt10511696	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511698	nm10678955,nm8761832	\N
tt1051170	\N	\N
tt10511700	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511702	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511704	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511706	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511708	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051171	\N	\N
tt10511710	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511712	nm10776050	\N
tt10511714	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511716	nm10778293	nm10778293
tt10511718	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051172	\N	\N
tt10511720	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511722	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511724	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511726	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511728	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051173	\N	\N
tt10511730	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511732	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511734	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511736	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511738	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt1051174	\N	\N
tt10511740	nm10778301	nm10778301
tt10511742	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511744	nm0737880	nm1583640,nm0379872,nm0990401,nm0879376
tt10511746	\N	\N
tt10511748	nm5013844	nm11225861,nm4488171,nm8245357
tt1051175	\N	\N
tt10511750	nm5013844	nm11225861,nm4488171,nm8245357
tt10511752	nm5013844	nm11225861,nm4488171,nm8245357
tt10511754	nm5013844	nm11225861,nm4488171,nm8245357
tt10511756	nm5013844	nm11225861,nm4488171,nm8245357
tt1051176	\N	\N
tt10511760	nm5013844	nm11225861,nm4488171,nm8245357
tt10511762	nm5013844	nm11225861,nm4488171,nm8245357
tt10511764	nm5013844	nm11225861,nm4488171,nm8245357
tt10511766	nm5013844	nm11225861,nm4488171,nm8245357
tt10511768	nm5013844	nm11225861,nm4488171,nm8245357
tt1051177	\N	\N
tt10511770	nm5013844	nm11225861,nm4488171,nm8245357
tt10511772	nm5013844	nm11225861,nm4488171,nm8245357
tt10511774	nm5013844	nm11225861,nm4488171,nm8245357
tt10511776	nm5013844	nm11225861,nm4488171,nm8245357
tt10511778	nm5013844	nm11225861,nm4488171,nm8245357
tt1051178	\N	\N
tt10511780	nm5115546	\N
tt10511782	nm5013844	nm11225861,nm4488171,nm8245357
tt10511784	nm5013844	nm11225861,nm4488171,nm8245357
tt10511786	nm5013844	nm11225861,nm4488171,nm8245357
tt10511788	nm6301834,nm5842181	nm6662706,nm5842181
tt1051179	\N	\N
tt10511790	nm5013844	nm11225861,nm4488171,nm8245357
tt10511792	nm5013844	nm11225861,nm4488171,nm8245357
tt10511794	nm4702089	nm9004620
tt10511796	nm7202173,nm12176576	nm15291436,nm1430447,nm3706001
tt10511798	nm7202173	nm15291436,nm1430447,nm3706001
tt1051180	nm2083582,nm0740869	nm2094169,nm2374804,nm1409626,nm1407809
tt10511800	nm7202173	nm15291436,nm1430447,nm3706001
tt10511802	nm7202173,nm12176576	nm15291436,nm1430447,nm3706001
tt10511804	nm7202173,nm12176576	nm15291436,nm1430447,nm3706001
tt10511806	nm7202173	nm15291436,nm1430447,nm3706001
tt10511808	nm7202173	nm15291436,nm1430447,nm3706001
tt1051181	\N	\N
tt10511810	nm7202173,nm12176576	nm15291436,nm1430447,nm3706001
tt10511812	nm6010663	\N
tt10511814	nm7202173	nm15291436,nm1430447,nm3706001
tt10511816	nm7202173	nm15291436,nm1430447,nm3706001
tt10511818	nm7202173	nm15291436,nm1430447,nm3706001
tt1051182	\N	\N
tt10511820	nm7202173,nm12176576	nm15291436,nm1430447,nm3706001
tt10511822	nm7202173	nm15291436,nm1430447,nm3706001
tt10511824	nm7202173	nm15291436,nm1430447,nm3706001
tt10511826	nm4198623	nm4198623,nm10792250,nm5700132
tt10511828	nm7202173	nm15291436,nm1430447,nm3706001
tt1051183	nm0440006	nm0440006,nm0633313
tt10511830	nm7202173	nm15291436,nm1430447,nm3706001
tt10511832	nm7202173	nm15291436,nm1430447,nm3706001
tt10511834	nm1889577,nm1903145	nm0401125,nm3507578
tt10511836	nm7202173	nm15291436,nm1430447,nm3706001
tt10511838	nm7202173,nm12176576	nm15291436,nm1430447,nm3706001
tt1051184	nm0440006	nm0440006,nm0633313
tt10511840	nm0202516	nm3716161,nm2392528,nm7976249,nm4012272
tt10511842	nm7202173,nm12176576	nm15291436,nm1430447,nm3706001
tt10511844	nm7202173	nm15291436,nm1430447,nm3706001
tt10511846	\N	\N
tt10511848	nm7202173	nm15291436,nm1430447,nm3706001
tt1051185	nm0440006	nm0440006,nm0633313
tt10511850	nm7202173	nm15291436,nm1430447,nm3706001
tt10511852	nm7202173	nm15291436,nm1430447,nm3706001
tt10511854	nm7202173	nm15291436,nm1430447,nm3706001
tt10511856	nm7202173	nm15291436,nm1430447,nm3706001
tt10511858	nm7202173	nm15291436,nm1430447,nm3706001
tt1051186	nm0440006	nm0440006,nm0633313
tt10511860	nm10678955,nm8761832	\N
tt10511862	nm1889577,nm1903145	nm0401125,nm3507578
tt10511864	nm7202173	nm15291436,nm1430447,nm3706001
tt10511866	nm7202173	nm15291436,nm1430447,nm3706001
tt1051187	nm0440006	nm0440006,nm0633313
tt10511870	nm7202173	nm15291436,nm1430447,nm3706001
tt10511872	nm7202173	nm15291436,nm1430447,nm3706001
tt10511874	nm7202173	nm15291436,nm1430447,nm3706001
tt10511876	nm7202173	nm15291436,nm1430447,nm3706001
tt10511878	nm7202173	nm15291436,nm1430447,nm3706001
