nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0529961	Javier López Sánchez	\N	\N	sound_department	tt0097107
nm0529962	Fabián López Tapia	\N	\N	actor,producer	tt0475464,tt0231040,tt0297606,tt0198093
nm0529963	Marta López Tapia	\N	\N	actress	tt0261339,tt0256699
nm0529964	Ignacio López Tarso	1925	2023	actor,script_department,archive_footage	tt0054042,tt0062108,tt0055386,tt1032838
nm0529965	Tomás López Torregrosa	\N	\N	composer	tt0015680
nm0529966	Aketza Lopez	\N	\N	actor	tt0450937,tt0414760,tt1490769,tt0255328
nm0529968	José Luis López Valtierra	\N	\N	actor	tt0060791
nm0529969	Luis López Varona	1968	\N	director	tt0240399,tt0115904,tt0240508
nm0529971	Ana López Villanúa	\N	\N	actress	tt0105032
nm0529972	Carlos López Villanúa	\N	\N	\N	\N
nm0529973	Gloria López Villaseñor	\N	\N	writer	tt0084279
nm0529974	Paloma López Vázquez	\N	\N	producer,production_manager	tt1966604,tt0145749,tt1620785
nm0529975	Humberto López y Guerra	1942	\N	director,writer,editor	tt2318748,tt2318738,tt0405703,tt0092421
nm0529976	Alfredo López Yañez	\N	\N	actor	tt0223769,tt0271725
nm0529977	Manuel López Yubero	1924	2001	writer,director,assistant_director	tt0135916,tt0058514,tt0057838,tt0058695
nm0529978	Antonio López Zepeda	\N	\N	editor,editorial_department,sound_department	tt0378535,tt0414997,tt0359953,tt0436391
nm0529979	Amparo López Ávila	\N	\N	actress	tt0034596
nm0529980	Abel López	\N	\N	actor	tt0042962
nm0529981	Adalberto López	\N	\N	set_decorator,animation_department,art_department	tt0067707,tt0334006,tt0060938,tt0091886
nm0529982	Adamari López	1971	\N	actress,archive_footage	tt1195884,tt0211784,tt0985065,tt0389662
nm0529983	Adelaida López	\N	\N	producer	tt0117678
nm0529984	Adelina López	\N	\N	actress	tt0191224,tt0181671,tt10468706
nm0529985	Adolfo López	\N	\N	actor	tt0083541,tt0047216,tt0297546,tt0072766
nm0529986	Adriana López	\N	\N	actress	tt0102958
nm0529987	Adriana López	\N	\N	actress,archive_footage	tt2288516,tt0237589,tt10408756,tt11354566
nm0529988	Agustín López	\N	\N	actor,miscellaneous	tt0205706,tt0070432,tt0066187,tt0092983
nm0529989	Aida López	\N	\N	actress	tt0120679,tt0419963,tt10632226,tt6495756
nm0529990	Albert López	\N	\N	cinematographer,actor,writer	tt0087035,tt0246925,tt0386244,tt1570512
nm0529991	Alberto López	\N	\N	make_up_department	tt0098253,tt0105526,tt0090274,tt0083663
nm0529992	Alberto López	\N	\N	actor	tt0061633,tt0034864,tt0035390,tt0034440
nm0529993	Alberto López	\N	\N	actor	tt0427072,tt0026219,tt0025057,tt0229647
nm0529994	Alberto López	\N	\N	producer,miscellaneous,writer	tt0057857,tt0057471,tt0055409,tt0251978
nm0529995	Alberto López	\N	\N	actor	tt0210666
nm0529996	Alberto López	\N	\N	sound_department	tt0178303,tt0187586,tt0251492,tt0200605
nm0529997	Alejandro López	\N	\N	writer	tt0119939
nm0529998	Alejandro López	\N	\N	actor	tt0282727,tt0068340,tt0237708,tt0164338
nm0529999	Alejandro López	1967	\N	actor	tt2227061,tt0484322,tt2777882,tt1095449
nm0530000	Alejandro López	\N	\N	actor	tt0274840
nm0530001	Alejo López	\N	\N	actor	tt0185660
nm0530002	Alfonso López	\N	\N	producer,miscellaneous,actor	tt0115393,tt0101025,tt0098050,tt0097831
nm0530003	Alfonso López	\N	\N	art_department	tt0074387,tt0076152,tt0078289,tt0080811
nm0530004	Alfredo López	\N	\N	actor,cinematographer	tt0113957,tt0455523
nm0530005	Alfredo López	\N	\N	sound_department	tt0143920,tt0186473,tt0182922
nm0530006	Amada López	\N	\N	editor	tt0134172,tt0445758
nm0530007	Andrea López	1976	\N	actress,cinematographer	tt3296690,tt0432670,tt0240419,tt3975034
nm0530008	Andrés López	1975	\N	actor,visual_effects	tt0120912,tt0381150,tt0403598,tt0401271
nm0530010	Antonia López	\N	\N	make_up_department	tt0070631,tt0054422,tt0068850,tt0067050
nm0530011	Antonio López	\N	\N	production_manager,miscellaneous,actor	tt0096111,tt0074687,tt0261190,tt0089550
nm0530012	Antonio López	\N	\N	make_up_department	tt0074387,tt0066907,tt0450537
nm0530013	Antonio López	1913	1986	actor	tt0063535,tt0209267
nm0530014	Antonio López-Quintana	\N	\N	art_department	tt0090591
nm0530015	Antonio López	\N	\N	camera_department	tt0410459,tt1572491,tt0484273,tt1845504
nm0530017	Antonio López	\N	\N	editorial_department,sound_department	tt0086912,tt0357420,tt0333359,tt0290207
nm0530018	Araceli López	\N	\N	actress	tt0058071
nm0530019	Armando López	\N	\N	actor	tt0013244,tt0011153,tt0219395
nm0530020	Arturo López	1934	2000	actor	tt0056422,tt0451590,tt0415421,tt10735624
nm0530021	Arturo López	\N	\N	producer	tt0215650
nm0530022	Augustina López	1843	1932	actress	tt0016997,tt0020320,tt0013039,tt0020595
nm0530023	Aurelio López	\N	\N	production_manager,miscellaneous	tt0076647
nm0530024	Begoña López	\N	\N	assistant_director,writer,visual_effects	tt0416320,tt0284837,tt0255211,tt0289731
nm0530025	Belarmino A. López	\N	\N	transportation_department	tt0105813
nm0530026	Belén López Albert	\N	\N	script_department,sound_department,director	tt28155584,tt1206488,tt6180770,tt18988142
nm0530027	Belén López	\N	\N	art_director	tt0336919
nm0530028	Berta López	\N	\N	actress,writer	tt0188620,tt3558394
nm0530029	Betina M. de López	\N	\N	producer	tt0264543,tt0325967
nm0530030	Blanca López	\N	\N	miscellaneous	tt0109503,tt0110178
nm0530031	Bruno López	\N	\N	actor,director,writer	tt8334144,tt2493230,tt0104658,tt0487504
nm0530032	Carlos López	1887	1942	actor,archive_footage	tt0025017,tt0034484,tt0209271,tt0225396
nm0530034	Carlos López	\N	\N	actor	tt0105032,tt0110963,tt0144714,tt0262942
nm0530036	Carlos López	\N	\N	camera_department	tt0970469,tt0190551,tt0216386,tt11709206
nm0530037	Carlos López	\N	\N	writer,producer,actor	tt14278524,tt8575476,tt2651246,tt0162875
nm0530038	Carlos López	\N	\N	production_manager	tt0077270
nm0530039	Carlos López	\N	\N	actor	tt0100830
nm0530040	Carlos López	\N	\N	stunts,miscellaneous	tt0089893,tt0120868
nm0530041	Carlos López	\N	\N	actor	tt0080542
nm0530043	Carmen López	\N	\N	actress,make_up_department,camera_department	tt0450232,tt2358925,tt0246464,tt1318001
nm0530044	Carmen López	\N	\N	camera_department,editorial_department	tt0097850,tt0438120,tt0217540,tt0121301
nm0530045	Carolina López	\N	\N	actress,art_director	tt0368491,tt0379463,tt0268255,tt1535962
nm0530046	Cecilia López	\N	\N	actress	tt0191984
nm0530047	Cecilia López	\N	\N	costume_department,costume_designer	tt0239444,tt1033976,tt0327274,tt2244835
nm0530048	Charo López	1943	\N	actress,miscellaneous,archive_footage	tt0072073,tt0415421,tt0120090,tt0081870
nm0530049	Chel López	1905	1962	actor	tt0056732,tt0226785,tt0220002,tt0165130
nm0530050	Claudia López	\N	\N	costume_designer	tt0211772,tt0211784,tt0211827,tt0181816
nm0530051	Concepción López	\N	\N	costume_department,costume_designer	tt0321337,tt0063309,tt0054911,tt0069129
nm0530052	Conchita López	\N	\N	actress	tt0035768,tt0035072,tt0332093
nm0530054	Cristina López	\N	\N	actress	tt0092773,tt0107135
nm0530055	Cristina V. López	\N	\N	actress	tt0059340
nm0530057	César López	\N	\N	camera_department	tt0349856,tt0127368
nm0530058	César Robinsón López	\N	\N	actor	tt0107584,tt0389740
nm0530059	Daniel López	\N	\N	camera_department,cinematographer,actor	tt0134695,tt0056732,tt0069876,tt0081164
nm0530061	Daniel López	1953	\N	actor,assistant_director	tt1447538,tt10508352,tt0370228,tt0092981
nm0530062	Daniel López	\N	\N	actor	tt0289352
nm0530063	Daniel López	\N	\N	transportation_department	tt0261385
nm0530064	David López	1979	\N	actor	tt0108787,tt7532578,tt12881452,tt0092559
nm0530065	David López	\N	\N	miscellaneous	tt0114115
nm0530066	David López	\N	\N	visual_effects,special_effects,animation_department	tt0212311,tt0104521,tt0206117,tt3764490
nm0530067	David Christopher López	\N	\N	actor	tt0218406
nm0530068	Delfino López	\N	\N	producer,writer,actor	tt1111918,tt0220872,tt1830733,tt0442953
nm0530069	Diego López	1977	\N	actor	tt0117450,tt0203259,tt0098844,tt0275140
nm0530070	Diego López	\N	\N	actor	tt0204366
nm0530072	Edmundo López	\N	\N	editorial_department,editor	tt0193355,tt0100371,tt0096325,tt0084965
nm0530073	Eduardo López	\N	\N	actor	tt0120746,tt0093701
nm0530074	Eduardo López	\N	\N	editor,director,cinematographer	tt0083203,tt0084965,tt0104774,tt0796992
nm0530075	Eduardo López	\N	\N	\N	tt0060573
nm0530076	Eduardo López	\N	\N	miscellaneous	tt0120274,tt0114589,tt0242350,tt0102799
nm0530077	Eduardo López	\N	\N	actor	tt0080811
nm0530078	Eduardo López	\N	\N	\N	\N
nm0530079	Eliana López	\N	\N	actress	tt0486267,tt0361218,tt0309138,tt0300723
nm0530080	Eliseo López	\N	\N	actor	tt0103924,tt0940896
nm0530081	Elisio Lopez	\N	\N	actor	tt0054768
nm0530082	Elsa López	\N	\N	make_up_department,actress	tt0242830,tt0189976,tt0155062
nm0530083	Elvira López	1966	\N	actress,archive_footage	tt0458214,tt1027890,tt0374415,tt0143917
nm0530084	Elías López	\N	\N	camera_department	tt0089551,tt0088994
nm0530085	Emilia López	\N	\N	make_up_department	tt0098324,tt0082984,tt0087350,tt0424981
nm0530086	Emérita López	\N	\N	actress	tt0097766
nm0530087	Encarna López	\N	\N	actress,editor,producer	tt0048596,tt0050272,tt0442269,tt0470435
nm0530088	Encarnación López	1897	1945	actress,music_department,miscellaneous	tt0014415,tt0006690,tt1628763,tt0165957
nm0530089	Enrique López	\N	\N	miscellaneous	tt0175942
nm0530090	Enrique López	\N	\N	actor	tt0231040,tt0220306,tt0070185,tt0492303
nm0530091	Enrique López	\N	\N	miscellaneous	tt0260142
nm0530092	Enrique M. López	\N	\N	cinematographer	tt0114197
nm0530093	Erika López	\N	\N	actress	tt0277951,tt0066900,tt1023102,tt0098749
nm0530094	Ernesto López	\N	\N	miscellaneous	tt0114642
nm0530095	Esteban López	\N	\N	writer	tt0064219
nm0530096	Ester López	\N	\N	actress	tt0186060,tt0181559,tt0181859,tt0190946
nm0530097	Estrellita López	\N	\N	actress	tt0079669,tt0078992
nm0530098	Eusebio López	\N	\N	actor	tt0221894
nm0530099	Eusebio López	\N	\N	actor	tt0253110
nm0530101	Eva López	\N	\N	actress	tt0036254,tt0038440,tt0025057,tt0033578
nm0530102	F. López	\N	\N	miscellaneous	tt0116854
nm0530103	Fabián López	\N	\N	art_department	tt0116854
nm0530105	Federico López	\N	\N	actor,art_director,director	tt14275818,tt0487213,tt0442278,tt0231040
nm0530106	Fedra López	1965	\N	actress	tt0222616,tt0312114,tt0095374,tt0261488
nm0530107	Felipe López	\N	\N	camera_department,cinematographer	tt0099701,tt0058692,tt0062834,tt0080664
nm0530108	Felipe López	\N	\N	production_designer,set_decorator,art_department	tt4917828,tt3526872,tt0212665,tt1587715
nm0530109	Felipe López	\N	\N	assistant_director	tt0090627,tt0087812,tt0074649,tt0055425
nm0530110	Felisa López	\N	\N	actress	tt0016906,tt0013271
nm0530111	Fermín López	\N	\N	actor	tt0076405
nm0530112	Fernando López	\N	\N	actor	tt0101912,tt0098844,tt0108876,tt0268690
nm0530113	Fernando López	\N	\N	art_department,actor	tt0073726,tt0063773,tt0096370,tt3486416
nm0530114	Fernando López	\N	\N	miscellaneous,art_department	tt0062403,tt0073726,tt0061688,tt0090679
nm0530117	Francis Lopez	1916	1995	composer,music_department,producer	tt0113117,tt0154043,tt0045549,tt0051379
nm0530118	Francisco López	\N	\N	art_department,set_decorator,director	tt0115571,tt2017038,tt0218922,tt0091886
nm0530119	Francisco López	\N	\N	miscellaneous	tt0064661
nm0530120	Francisco López	\N	\N	composer,writer,director	tt0899298,tt15428854,tt0326334,tt5830060
nm0530121	Francisco Javier López	\N	\N	writer,actor,director	tt0404144,tt0362670,tt0994858,tt0338321
nm0530122	Francisco José López	\N	\N	writer	tt0121626
nm0530123	Froylán López	\N	\N	camera_department,miscellaneous,producer	tt0117394,tt0313196,tt0358590,tt27871792
nm0530124	Gabriel López	\N	\N	actor	tt0222150,tt0048494
nm0530125	Gabriela López	\N	\N	actress,script_department	tt0116238,tt0280691
nm0530126	Genaro López	\N	\N	transportation_department	tt0217582
nm0530127	Gerardo López	\N	\N	cinematographer,camera_department	tt0090903,tt0085468,tt0076002,tt0088432
nm0530128	Gerardo López	\N	\N	actor	tt0232771
nm0530129	Gilberto López	\N	\N	transportation_department,special_effects	tt0217716,tt0116854,tt0192745,tt0184366
nm0530130	Gloria López	\N	\N	production_designer	tt0109105
nm0530131	Gloria López	\N	\N	actress	tt0220054
nm0530132	Guillermo López	\N	\N	make_up_department	tt0060792,tt0058654,tt0055982,tt0058641
nm0530133	Gustavo López	\N	\N	camera_department,miscellaneous	tt1038988,tt1748179,tt2039345,tt0371920
nm0530134	Gustavo López	\N	\N	actor	tt0161377
nm0530135	Gustavo López	\N	\N	actor	tt0219436,tt0189543,tt0270155,tt0219447
nm0530136	Helios López	\N	\N	director	tt0082413
nm0530137	Helmo López	\N	\N	actor	tt0105923
nm0530138	Henares López	\N	\N	archive_footage	\N
nm0530139	Henry López	\N	\N	actor,composer	tt0220306,tt0355052
nm0530140	Hipólita López	\N	\N	make_up_department	tt0339560,tt0062157,tt0052741,tt0064904
nm0530141	Hortuño López	\N	\N	actor	\N
nm0530142	Humberto López	1960	1989	actor	tt0075547,tt0075132
nm0530143	Héctor López	1929	\N	actor	tt0080936,tt1245685,tt1865578,tt1227219
nm0530144	Héctor López	\N	\N	producer,production_manager,actor	tt0319262,tt0432021,tt0097742,tt0213149
nm0530145	Héctor López	\N	\N	art_department,cinematographer,art_director	tt0114558,tt0122151,tt0089907,tt1821694
nm0530146	Héctor López	\N	\N	miscellaneous,art_department	tt0274763,tt0060226,tt0324480,tt0321350
nm0530147	Hector Lopez	\N	\N	editor,editorial_department,director	tt6961146,tt1257695,tt0954319,tt1582461
nm0530148	Ignacio López	\N	\N	director,writer,cinematographer	tt0329199,tt0876489,tt0876556
nm0530149	Iguandili López	1962	\N	actress	tt0119657,tt8282958
nm0530150	Inés López	\N	\N	writer	tt0027177
nm0530151	Irene Olga López	\N	\N	actress,archive_footage	tt0118715,tt0103772,tt0106856,tt0171580
nm0530152	Irina López	\N	\N	cinematographer,editor	tt0173640,tt0442025
nm0530153	Irina Lopez Eldredge	\N	\N	producer,actress	tt0210249,tt15172586
nm0530154	Isabel López	\N	\N	make_up_department	tt0049479
nm0530155	Maria Isabel Lopez	\N	\N	actress,producer,archive_footage	tt1423592,tt4170330,tt0360945,tt1961250
nm0530156	Isabel López	\N	\N	actress	tt0124867
nm0530157	Isidro López	\N	\N	actor	tt0101792
nm0530159	Ivan López	\N	\N	camera_department	tt0215650
nm0530160	Ivonne López	\N	\N	make_up_department	tt0196470
nm0530161	Iván López	\N	\N	actor	tt0117034,tt0114277
nm0530163	J. Ramón López	\N	\N	miscellaneous	tt0213273
nm0530164	J. Víctor López	1947	1986	actor,miscellaneous	tt0081858,tt0085409,tt0075533,tt0078721
nm0530165	Jaime López	\N	\N	composer,actor,soundtrack	tt0237485,tt0236081,tt0243757,tt0497537
nm0530166	Javier López	1935	2023	actor,writer,director	tt0158407,tt0240268,tt0227887,tt0069864
nm0530167	Javier López	\N	\N	camera_department,cinematographer	tt0120946,tt0296826
nm0530168	Jens López	\N	\N	camera_department,cinematographer	tt0835962,tt0088554,tt0470019
nm0530169	Jerónimo López	\N	\N	actor	tt0060335
nm0530170	Jeseck López	\N	\N	editor	tt0236163
nm0530172	Jesús López	\N	\N	actor	tt0104815
nm0530173	Jesús López	\N	\N	art_department,art_director	tt0455957,tt1318517,tt0108180,tt0120271
nm0530174	Joaquín López	\N	\N	stunts,actor	tt0092787,tt0104788,tt0099449,tt0324365
nm0530175	Joaquín López	\N	\N	actor	tt0059639,tt0088427,tt0138162
nm0530176	Joel López	\N	\N	art_department,camera_department,producer	tt0432021,tt0263657,tt0243212,tt0221344
nm0530177	Jorge López	\N	\N	camera_department	tt0412966
nm0530178	Jorge López Sotomayor	1952	\N	director,writer,assistant_director	tt0231003,tt2845640,tt0430776,tt0134859
nm0530179	Jorge López	\N	\N	actor,make_up_department	tt0449551,tt0116854,tt9327242,tt0258371
nm0530181	Jorge Z. López	\N	\N	cinematographer,editor,producer	tt0332536,tt0860355,tt0275661,tt0290543
nm0530182	José López	\N	\N	actor	tt0093969,tt0141641,tt0055577,tt0264585
nm0530183	José López	\N	\N	camera_department	tt0067563,tt0060722,tt0057983
nm0530184	José López	\N	\N	miscellaneous	tt0101025
nm0530185	José Alfonso López	\N	\N	actor	tt0260772
nm0530187	José Francisco López	\N	\N	production_manager	tt0255363,tt0216334,tt0216357,tt0252971
nm0530188	José Guadalupe López	\N	\N	actor	tt0220444
nm0530189	José Ignacio López	\N	\N	stunts	tt0110568,tt0113649
nm0530191	José Luis López	\N	\N	actor	tt0368081,tt0086234,tt0080608,tt0096111
nm0530192	José Luis López	\N	\N	art_department	tt0098214,tt0114671,tt0115832,tt0285337
nm0530193	José Luis López	\N	\N	miscellaneous	tt0319769,tt0119262,tt0120636,tt0862826
nm0530194	José María López	\N	\N	actor	tt0089276,tt0193355,tt0085181,tt0107805
nm0530195	José Timoteo López	\N	\N	actor	tt0055577
nm0530196	Juan López	\N	\N	actor,archive_footage	tt0040942,tt0051648
nm0530197	Juan López	\N	\N	actor	tt0319137,tt0092868
nm0530198	Juan López	\N	\N	sound_department	tt0098732,tt0409266
nm0530199	Juan López	\N	\N	writer	tt0053600
nm0530200	Juan Antonio López	\N	\N	actor	tt0070331,tt0423122
nm0530201	Juan Antonio López	\N	\N	cinematographer,editorial_department,script_department	tt0243187,tt0436277
nm0530202	Juan Eduardo López	\N	\N	actor	tt0097986,tt0105308,tt0466509
nm0530203	Juan Guillermo López	\N	\N	actor	\N
nm0530204	Juan Ramón López	\N	\N	actor	tt4736898,tt0102038,tt0099411,tt0199659
nm0530205	Juanito López	\N	\N	actor	tt0038315,tt0040234,tt0038305,tt0052748
nm0530206	Juanjo López	\N	\N	director,writer,producer	tt0083932
nm0530207	Julia López	\N	\N	actress	tt0139956,tt0455422
nm0530208	Julio López	\N	2012	actor,archive_footage	tt0117069,tt0341622,tt0311490,tt0316821
nm0530209	Justo López	\N	\N	animation_department	tt0196502
nm0530210	Kaiet López	\N	\N	\N	tt0262163
nm0530211	Lara López	\N	\N	actress	tt0188030
nm0530212	Laura López	\N	\N	art_department,production_manager,producer	tt0119262,tt0197752,tt0117866,tt0119605
nm0530213	Laura López	\N	\N	actress	tt0109219
nm0530214	Laureano López	\N	\N	camera_department,animation_department	tt0099701,tt0120946,tt0070040,tt0087372
nm0530215	Lauro López	\N	\N	actor	tt0104897,tt0106165,tt0405157,tt0108757
nm0530216	Leandro López	1982	\N	actor	tt0307751,tt0197135,tt0268815,tt0221726
nm0530217	Leonardo López	\N	\N	actor,producer,miscellaneous	tt0483952,tt0230257,tt0476197,tt1365144
nm0530218	Leopoldo López	\N	\N	actor	tt0260002,tt0272057,tt0271950
nm0530219	Leticia López	\N	\N	editor	tt0415720
nm0530220	León William López	\N	\N	actor	tt0114878
nm0530221	Lidy López	\N	\N	actor	tt9164986,tt0181126,tt0179080
nm0530222	Lilia López	\N	\N	actress	tt0051925,tt0383537,tt0383960
nm0530223	Lynda Lopez	1971	\N	actress,producer,miscellaneous	tt5503686,tt8523024,tt3779580,tt4515882
nm0530224	Lola López	\N	\N	editor	tt0127261,tt0122694,tt0124320,tt0124788
nm0530225	Lola López	\N	\N	make_up_department,production_designer,set_decorator	tt0464141,tt6908274,tt2252680,tt0292886
nm0530226	Lolita López	\N	\N	editorial_department,actress	tt0047250,tt0046883,tt0046893
nm0530227	Lorenzo López	\N	\N	actor	tt0189976
nm0530228	Lorenzo López	\N	\N	actor	tt0193038
nm0530229	Lourdes López	\N	\N	actress,archive_footage	tt0107719,tt0165042,tt0149439,tt0343988
nm0530230	Luchi López	\N	\N	actress,miscellaneous	tt0426204,tt0116770,tt0350193,tt0127368
nm0530231	Lucy López	\N	\N	actress	tt0235706
nm0530232	Luis López	\N	\N	sound_department,actor,camera_department	tt0073116,tt0067049,tt0070451,tt0067050
nm0530233	Luis López	\N	\N	visual_effects,miscellaneous	tt0118998,tt0208156
nm0530234	Luis Miguel López	\N	\N	actor	tt0777866,tt0355266,tt0248490,tt1176921
nm0530235	Magdalena López	\N	\N	camera_department	tt0061339,tt0062951,tt0064183,tt0060205
nm0530236	Manolita López	\N	\N	actress	tt0124867
nm0530237	Manuel López	1909	1976	actor	tt0026971,tt0050281,tt0026435,tt0035610
nm0530238	Manuel López	\N	\N	miscellaneous	tt0078292,tt0075701,tt0080090
nm0530239	Manuel López	\N	\N	music_department	tt0094729,tt0302447,tt0312525,tt0414749
nm0530240	Marcelo López	\N	\N	cinematographer,actor	tt0280693,tt0437433,tt0772927,tt0360123
nm0530241	Marco Lopez	1935	\N	actor,miscellaneous,soundtrack	tt0068067,tt0052225,tt0062539,tt0061248
nm0530242	Marco López	\N	\N	art_department	tt0371746,tt0120828,tt0800369,tt0185371
nm0530243	Marcos López	\N	\N	actor,cinematographer,producer	tt0105744,tt0774501,tt0377403,tt0378847
nm0530244	Marga López	1924	2005	actress,archive_footage	tt0211849,tt0040755,tt0210426,tt0061752
nm0530245	Margarito López	\N	\N	art_department,special_effects	tt0093773,tt0328107,tt0120338,tt0432021
nm0530246	Maria López	\N	\N	location_management,make_up_department	tt0218804,tt1796398
nm0530247	Mariano López	\N	\N	animation_department	tt0099410,tt1409593,tt0215479,tt0310790
nm0530248	Maribel López	\N	\N	costume_department	tt0297456,tt0093297
nm0530249	Mario Lopez	1973	\N	actor,producer,writer	tt0106122,tt0096694,tt0279750,tt0112112
nm0530250	Mario López	\N	\N	director	tt0258650
nm0530251	Marisela López	\N	\N	make_up_department	tt0092555
nm0530252	Marisol López	\N	\N	actress	tt14758364,tt0431922,tt0297174,tt0381733
nm0530253	Marta López	\N	\N	editorial_department	tt0111340
nm0530254	Marta López	1974	\N	actress,archive_footage	tt13580420,tt6511080,tt1780459,tt0815739
nm0530255	Martín López	\N	\N	actor,art_department,editor	tt0281526,tt0826511,tt0229991,tt0105148
nm0530256	Maruja López	\N	\N	actress	tt0003807
nm0530257	Mary López	1927	\N	actress,soundtrack	tt0029908,tt0257936,tt0276361,tt0258268
nm0530258	María López	\N	\N	actress	tt0093881,tt0105438,tt1394151
nm0530259	María López	\N	\N	costume_department,costume_designer	tt0113312,tt0796917
nm0530260	María Clara López	\N	\N	make_up_department,art_director,production_designer	tt10223552,tt2369025,tt0404318,tt31631219
