nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0536174	Francisco Magnani	\N	\N	actor	tt0274209
nm0536175	Luigi Magnani	1906	1984	composer	tt0171558
nm0536176	Luigi Magnani	\N	\N	actor	tt0188207
nm0536177	Massimo Magnani	\N	\N	actor	tt0102630
nm0536178	Roberto Magnani	\N	\N	make_up_department	tt0189857,tt0138893,tt0079523,tt0093092
nm0536179	Thomas Magnani	\N	\N	actor	tt0251193
nm0536180	Umberto Magnani	1941	2016	actor	tt1339218,tt0419314,tt0142038,tt0138254
nm0536181	Matt Magnano	\N	\N	actor	tt0105415,tt0100899
nm0536182	Patricia E. Magnano	\N	\N	actress	tt0083839
nm0536183	Robert Magnano	\N	\N	camera_department,visual_effects	tt0115571,tt0120696,tt0279113,tt0164912
nm0536184	Rocco Roy Mangano	\N	\N	sound_department,actor	tt0050783,tt0056507,tt0129794,tt0055190
nm0536185	Alicia Magnant	\N	\N	miscellaneous	tt0119567,tt0110912
nm0536186	Rick Magnante	\N	\N	actor	tt0116277
nm0536187	Elda Magnanti	\N	\N	make_up_department	tt0112760,tt0402894,tt0083446,tt0063485
nm0536188	Jonathan Magnanti	\N	\N	actor	tt0108773,tt14824600,tt4800878,tt0810823
nm0536189	Renata Magnanti	\N	\N	make_up_department	tt0056801,tt0053779,tt0087843,tt0083446
nm0536190	Richard Magnanti	\N	\N	costume_designer	tt0284114,tt0269134
nm0536191	Pat Magnarella	\N	\N	producer,miscellaneous	tt1018728,tt2553800,tt3913194,tt1110213
nm0536192	Mariana Magnasco	\N	\N	actress	tt0167616,tt0085513
nm0536193	Mathias Magnason	1972	\N	director,writer,editor	tt27584383,tt14941068,tt33052681,tt17939734
nm0536194	Hildy Magnasun	\N	\N	actress	tt0082910
nm0536195	Marcel Magnat	1907	1985	actor,composer	tt0252997,tt0176386,tt0042923,tt0191269
nm0536196	Vincent Magnat	\N	\N	actor	tt0460401,tt0380585,tt0260214,tt0278874
nm0536197	Marc Magnati	\N	\N	actor	tt0098863
nm0536200	Frédéric Magne	\N	\N	actor	tt0063031
nm0536201	Antoine Magnee	\N	\N	actor	tt0115473
nm0536202	Walter Magnee	1889	1974	actor,miscellaneous	tt0989125,tt1238826,tt1646046,tt4280482
nm0536203	Andreas Magnell	\N	\N	actor	tt0110835
nm0536204	Francesco Magnelli	\N	\N	composer,soundtrack	tt0309992,tt0150484,tt0170229,tt8736278
nm0536205	Luiz Magnelli	\N	\N	actor	tt0143051,tt0267218,tt0209717,tt8697346
nm0536206	Marcello Magnelli	1950	\N	actor	tt0110639,tt0104317,tt0114844,tt0096884
nm0536207	Milvor Magnemyr	\N	\N	actress	tt0201374,tt0481258
nm0536208	Aviva Magner	\N	\N	actress	tt0105604
nm0536209	Bertil Magner	1929	\N	actor	tt0110324
nm0536210	Colm Magner	1961	\N	actor	tt0363547,tt0186151,tt0418819,tt0260866
nm0536211	Don Magner	\N	\N	writer	tt0062225
nm0536212	Frank Magner	\N	\N	actor	tt0099260,tt0108941,tt0108306,tt0102817
nm0536213	Ingela Magner	\N	\N	writer,director	tt0330670,tt0118579,tt10132484,tt27165346
nm0536214	Jack Magner	1954	\N	actor	tt0087262,tt0083550
nm0536215	Mary Magner	\N	\N	producer	tt0181734
nm0536216	William Magner	\N	\N	actor	tt0144015
nm0536217	Adrien Magnes	\N	\N	camera_department,transportation_department	tt0072994,tt0253539,tt0070338,tt0070053
nm0536218	Bruno Magnes	\N	\N	actor	tt0960140,tt12502856,tt2262345,tt25967552
nm0536219	Marco Magnesia	\N	\N	actor	tt0108059
nm0536220	Eric Magneson	\N	\N	actor,miscellaneous	tt0120389,tt0111704
nm0536221	Clif Magness	1957	\N	composer,music_department,soundtrack	tt0106375,tt0087597,tt0120913,tt0288045
nm0536222	Diana Magness	1981	\N	actress	tt0112096,tt0075512
nm0536223	Hugh Magness	\N	\N	actor	tt0096998
nm0536224	Kerry Magness	1942	2004	camera_department,writer,producer	tt0069004,tt0081515,tt0070572,tt0200753
nm0536225	Ozel Magness	\N	\N	costume_designer	tt0034904
nm0536226	Tommy Magness	\N	\N	actor,soundtrack	tt0162822,tt0041888
nm0536227	Trina Magness	\N	\N	actress	tt0188575
nm0536228	Victor Magnussen	\N	2013	actor,stunts,miscellaneous	tt0118956,tt0117003,tt0105242,tt0115836
nm0536229	Anna-Stina Magnét	\N	\N	script_department	\N
nm0536230	Cécile Magnet	1958	2021	actress,archive_footage	tt1127846,tt0098488,tt0176373,tt0216441
nm0536231	Alison Magney-Wall	\N	\N	writer	tt0277480
nm0536232	Moshe Magnezi	\N	\N	art_department,set_decorator	tt0101702,tt0093993,tt0092626,tt0093891
nm0536233	Bruno Magni	\N	\N	production_manager	tt0046681
nm0536234	Eva Magni	1906	2005	actress	tt0026976,tt0024949,tt0026380,tt0025622
nm0536235	Fiorenzo Magni	1920	2012	\N	tt0040891
nm0536236	Gianluca Magni	1965	\N	actor	tt0169353,tt3324662,tt0267261,tt0256789
nm0536237	Gianni Magni	1941	1992	actor	tt2451334,tt0368522,tt0155603,tt0066829
nm0536238	Luigi Magni	1928	2013	writer,director,miscellaneous	tt0113951,tt0076185,tt0064718,tt0098009
nm0536239	Marcello Magni	1959	2022	actor,miscellaneous,archive_footage	tt0875034,tt2473794,tt0436992,tt0481459
nm0536240	Raimondo Magni	\N	\N	actor	tt0055432,tt0053861
nm0536241	Raul Magni	\N	\N	sound_department	tt0045103,tt0029474,tt0041303,tt0034131
nm0536242	Ugo Magni	\N	\N	cinematographer,camera_department,animation_department	tt0203908,tt0456799,tt0181266,tt0283107
nm0536243	Michel Magniasch	\N	\N	actor	tt0166893
nm0536244	Baptiste Magnien	\N	\N	cinematographer,camera_department,visual_effects	tt0101700,tt0117050,tt1825877,tt0922396
nm0536245	Franck Magnien	\N	\N	camera_department,actor	tt5092380,tt0450615,tt0357111,tt0420388
nm0536246	Richard Magnien	\N	\N	producer,actor	tt0252720,tt0432991,tt9732250,tt0111055
nm0536247	Yves Magnien	\N	\N	actor,production_manager	tt0186997,tt0167642,tt0167533
nm0536248	Alain Magnier	\N	\N	camera_department	tt0097902,tt0159876
nm0536249	Claude Magnier	1920	1983	writer,actor,director	tt0102603,tt3509304,tt0067274,tt0062083
nm0536251	Franck Magnier	\N	\N	writer,director,actor	tt1064932,tt1529235,tt0463872,tt22025926
nm0536252	Pierre Magnier	1869	1959	actor,director,writer	tt0031885,tt0160166,tt0333609,tt0205311
nm0536253	Thierry Magnier	\N	\N	actor	tt0444182,tt0104019,tt0166817,tt0083013
nm0536254	Valérie Magnier	\N	\N	production_manager,producer,miscellaneous	tt0217172,tt1324069,tt0806905,tt3805856
nm0536255	Marcel Magniez	\N	\N	production_designer,art_director,set_decorator	tt0170173,tt0136798,tt0161825,tt0446094
nm0536256	Roberto Magnifico	1965	\N	composer,actor,music_department	tt6108262,tt1634013,tt20365920,tt12802546
nm0536257	Brigitte Magnin	\N	\N	stunts,miscellaneous	tt0093428,tt0183869,tt0083914,tt0086476
nm0536258	Christine Magnin	\N	\N	actress	tt0084961
nm0536259	Claire Magnin	\N	\N	actress	tt0108500,tt0101863,tt0082319,tt0090193
nm0536261	Cyril Magnin	1899	1988	actor	tt0077578,tt0089569
nm0536263	Joseph Magnin	\N	\N	costume_department	tt0070640,tt0062558,tt0040048,tt0066404
nm0536264	Lucien Magnin	\N	\N	actor	tt0071297
nm0536265	Marcel Magnin	\N	\N	actor	tt0090115
nm0536266	Pascal Magnin	\N	\N	director,writer,assistant_director	tt0350733,tt0162604,tt13011896,tt0096817
nm0536267	Robert Magnin	\N	\N	actor	tt0101338
nm0536268	William Magnin	1916	2007	director,producer,writer	tt0243342,tt0261045,tt0174437,tt0170919
nm0536269	Fabrizia Magnini	\N	\N	costume_department,costume_designer	tt0077482,tt0080700
nm0536270	Romano Magnino	\N	\N	actor	tt0062948,tt0847708,tt0167847,tt0363958
nm0536271	John Magnion	\N	\N	actor	tt0225660
nm0536272	Guido Magnisi	\N	\N	actor	tt0127810
nm0536273	Salvatore Magnisi	\N	\N	miscellaneous	tt2638144,tt0134119,tt0116209,tt0335345
nm0536274	Alberto Magno	\N	\N	writer,composer,producer	tt6474042,tt0186631,tt0186071,tt0139361
nm0536275	Alessandro Magno	\N	\N	camera_department,cinematographer	tt2056771,tt1529235,tt7278824,tt0157062
nm0536276	Alex Magno	\N	\N	miscellaneous,actor,director	tt10156206,tt5004142,tt6244278,tt0294696
nm0536277	Anquisius Carlos Magno	\N	\N	actor	tt0117545
nm0536278	Carlos Magno	\N	\N	actor	tt0209622
nm0536279	Cláudia Magno	1958	1994	actress	tt0261196,tt0149517,tt0205635,tt0142038
nm0536280	César Magno	1933	2023	actor	tt0259946,tt0314817
nm0536281	Deedee Magno Hall	1975	\N	actress,music_department,cinematographer	tt3061046,tt0108147,tt6873816,tt13635504
nm0536282	Esmeralda Magno	\N	\N	actress	tt0179282
nm0536283	Francesco Magno	\N	\N	\N	\N
nm0536284	Franco Magno	\N	\N	actor	tt0070554,tt0186461,tt0068184
nm0536285	Joe Magno	\N	\N	miscellaneous,actor	tt0351004,tt0282608
nm0536286	Jojo Magno	\N	\N	art_director,production_designer,art_department	tt0096114,tt0093009,tt0097317,tt0095122
nm0536287	Jonic Magno	\N	\N	actor	tt0097184,tt0081039,tt10719524,tt32537273
nm0536288	José Américo Magno	\N	\N	actor	tt0208615,tt0210414
nm0536289	Juarez Magno	\N	\N	production_designer	tt0182773
nm0536290	Marco T. Magno	\N	\N	costume_department	tt0183790,tt0116040,tt0119484,tt0167203
nm0536291	Miguel Magno	1951	2009	actor	tt0464768,tt0138270,tt0142038,tt0209641
nm0536292	Neco Magno	\N	\N	actor	tt0209552
nm0536293	Pascoal Carlos Magno	1906	1980	\N	tt0024743
nm0536294	Philip Magno	\N	\N	producer	tt0104094
nm0536295	Thomas Magno	\N	\N	camera_department,miscellaneous	tt0110912,tt0111548
nm0536296	Carlotta Magnoff	1948	\N	actress	tt0069530
nm0536297	René Magnol	\N	\N	sound_department	tt0076574,tt0082114,tt0078170,tt0075690
nm0536298	Barbara Magnolfi	\N	\N	actress,producer	tt0076786,tt0078300,tt9670892,tt0073406
nm0536299	Albert Magnoli	\N	\N	director,writer,editor	tt0087957,tt14144950,tt0108234,tt0116030
nm0536302	Giulio Magnolia	\N	\N	camera_department,editorial_department,producer	tt5193746,tt0218967,tt0367479,tt0289765
nm0536304	Lorenzo Magnolia	\N	\N	assistant_director,actor,director	tt0182358,tt0065889,tt0073327,tt0073525
nm0536305	Lou Magnolia	\N	\N	actor	tt0023171
nm0536306	Matt Magnolia	1971	\N	visual_effects,miscellaneous,director	tt6264654,tt0120591,tt2660888,tt0296572
nm0536308	Patricia Magnone	\N	\N	miscellaneous	tt0246645
nm0536309	Emanuele Magnoni	\N	\N	actor	tt0099009,tt0204098,tt0116649,tt0157667
nm0536310	Kika Magnoni	\N	\N	actress	tt0143051
nm0536311	Barbara Magnorsky	\N	\N	assistant_director	tt0222480,tt0232196
nm0536312	Victor Magnotta	1943	1987	stunts,actor,art_department	tt0080120,tt0080661,tt0091203,tt0086993
nm0536313	Alexis Magnotti	\N	\N	actress,script_department	tt0077713
nm0536314	Phil Magnotti	\N	\N	music_department,sound_department	tt0100814,tt0094961,tt0219952,tt0093582
nm0536315	Czeslaw Magnowski	1946	2023	stunts,actor,miscellaneous	tt0067873,tt0070429,tt0073460,tt0339904
nm0536316	Magnum	\N	\N	actor,archive_footage	tt0125317,tt0413802,tt0422723,tt0422750
nm0536317	Chaim Magnum	\N	\N	talent_agent,costume_department	tt0112807,tt12814394
nm0536318	Max Magnum	\N	\N	actor	tt0125294,tt0166941,tt0127257,tt0271961
nm0536319	Milton G. Mangum	\N	\N	costume_department,costume_designer	tt0101452,tt0084412,tt0080132,tt0107894
nm0536320	Richard Magnum	\N	\N	actor	tt0218845
nm0536321	Andrew Magnus	1948	\N	miscellaneous,actor	tt0328897,tt0247164,tt0338088
nm0536322	Annabelle Magnus	1917	1983	actress	tt0017088,tt0018000,tt1017855,tt0145244
nm0536323	David Magnus	\N	\N	camera_department	tt0107088,tt0075970
nm0536324	Diana Magnus	\N	\N	art_director,production_designer,art_department	tt1051906,tt0272207,tt0123755,tt0285492
nm0536325	Edie Magnus	\N	\N	producer,writer,archive_footage	tt0103396,tt1437596,tt0295085,tt7178298
nm0536326	Erik H. Magnus	\N	\N	sound_department,miscellaneous	tt6802400,tt21227864,tt11145118,tt4960748
nm0536328	Erika Magnus	\N	\N	actress	tt0377384,tt0382596,tt0234345,tt0210934
nm0536329	Fennella Magnus	\N	\N	costume_designer	tt0111681
nm0536330	Frank Magnus	\N	\N	actor	tt0120037
nm0536331	Hans Magnus	\N	\N	actor	tt0111887,tt0131102
nm0536332	Imogen Magnus	\N	\N	costume_department,costume_designer,actress	tt0082158,tt0096154,tt0096211,tt0086263
nm0536333	Johnny Magnus	1938	\N	actor,music_department	tt0079100,tt0065514,tt0084078,tt0077653
nm0536334	Kristin Magnus	\N	\N	actress	tt0047728
nm0536335	Robert Magnus	\N	\N	actor	tt0081421,tt0083310
nm0536337	Susan Magnus	\N	\N	miscellaneous	tt0100132,tt0095485,tt0109647,tt0097969
nm0536338	Tyler Magnus	\N	\N	stunts,miscellaneous	tt0109021
nm0536339	Vasitti Magnus-Sallacher	\N	\N	costume_designer	tt0109681
nm0536340	Wojciech Magnuski	1958	2024	actor	tt0105185,tt0982939,tt0114204,tt0386946
nm0536341	Ana Magnuson	\N	\N	actress	tt0273185
nm0536342	Britt Magnuson	\N	\N	actress	tt0104139
nm0536343	Damien Magnuson	\N	\N	actor,sound_department,miscellaneous	tt0185547,tt8815744,tt0186075
nm0536344	Ivan Magnuson	\N	\N	script_department,miscellaneous	tt0167688
nm0536345	Jessica Magnuson	\N	\N	actress,producer	tt4076916,tt0154187,tt1415267,tt0945521
nm0536346	John Magnuson	\N	\N	director,writer,producer	tt0070302,tt0121802,tt0463399
nm0536347	Lee Magnuson	\N	\N	actor	tt0106753,tt0230350,tt0119829,tt0106057
nm0536348	Merilee Magnuson	1951	\N	actress	tt4167620,tt3501480,tt0082019,tt0170980
nm0536349	Mike Magnuson	\N	\N	miscellaneous	tt0126787
nm0536350	Robert J. Magnuson	\N	\N	music_department	tt0147612,tt2918070,tt0133356
nm0536351	Sarah Magnuson	\N	\N	actress	tt0105108,tt10255456
nm0536352	Tom Magnuson	\N	\N	actor	tt0118928
nm0536353	Elo Magnussen	1904	1968	actor,music_department	tt0280520,tt0124928
nm0536354	Erik Magnussen	\N	\N	art_department,camera_department,art_director	tt0088015,tt0157984,tt0096202,tt0080314
nm0536355	Fritz Magnussen	1878	1920	writer,director,cinematographer	tt0006748,tt0129886,tt1314293,tt0129955
nm0536356	Oscar Magnussen	\N	\N	actor	tt0017394,tt0015790
nm0536357	Paul Magnussen	\N	\N	actor	tt0217065
nm0536359	Karen Magnussen-Cella	1952	\N	miscellaneous	tt0117510,tt0211426,tt0396367,tt0341789
nm0536360	Thali Liberman	\N	\N	actress,casting_department	tt7468900,tt13155644,tt0116964,tt12540266
nm0536361	Abigael Heber Magnussøn	1884	1968	actress	tt0028852,tt0030356
nm0536362	Anna Magnusson	\N	\N	miscellaneous	tt0120253
nm0536363	Barbara Magnusson	\N	\N	actress	tt0086248
nm0536364	Bengt Magnusson	1950	\N	actor,archive_footage	tt0907683,tt2602066,tt0093402,tt0409584
nm0536365	Bill Magnusson	1935	\N	actor,miscellaneous	tt0053208,tt1384964,tt0054508
nm0536366	Björn Magnusson	\N	\N	special_effects,art_department,miscellaneous	tt1568346,tt1699140,tt0950739,tt1392307
nm0536367	Carl-Erik Magnusson	\N	\N	miscellaneous,camera_department,sound_department	tt0115359,tt29330251,tt29244298,tt0108947
nm0536368	Charles Magnusson	1878	1948	producer,director,cinematographer	tt0228779,tt4616108,tt4616110,tt4616112
nm0536369	Claes Magnusson	\N	\N	sound_department,editor	tt2113319,tt0092388,tt0092458,tt4583834
nm0536370	Dennis Magnusson	1968	\N	writer,script_department,miscellaneous	tt5501104,tt4669296,tt1139797,tt1332134
nm0536371	Eric Magnusson	1897	1973	actor	tt0012301
nm0536372	Eriikka Magnusson	1946	\N	actress,director,miscellaneous	tt0435088,tt1892933,tt0138632,tt0134862
nm0536373	Erik Magnusson	\N	\N	producer,production_manager,art_department	tt0439733,tt1731737,tt2343617,tt5879988
nm0536374	Georg Magnusson	\N	\N	production_designer	tt0247398
nm0536375	Gunnar Magnusson	\N	\N	cinematographer,actor,camera_department	tt32223614,tt0096136,tt0466485,tt0163147
nm0536376	Helene Magnusson	\N	\N	miscellaneous,director,cinematographer	tt0112077,tt0307464,tt0096719
nm0536377	Jakob Magnússon	1953	\N	actor,producer,director	tt0329213,tt0177924,tt0441913,tt0089683
nm0536378	Jan Aage Magnusson	\N	\N	actor	tt0190930
nm0536379	Jay Magnusson	\N	\N	actor	tt0229275
nm0536380	Jon Magnusson	\N	\N	producer,writer,director	tt0924651,tt0181255,tt0295815,tt0304100
nm0536381	Jonas Magnusson	\N	\N	actor	tt0111209
nm0536382	Jonas Magnusson	\N	\N	art_department	tt0185112,tt0315067,tt0066668,tt0118332
nm0536383	Julius Magnusson	\N	\N	actor	tt0101094
nm0536384	Kerstin Magnusson	1951	\N	actress	tt0095418,tt0073021,tt0073954,tt4105180
nm0536385	Kim Magnusson	1965	\N	producer,executive,miscellaneous	tt4547194,tt0418455,tt0236027,tt3877674
nm0536386	Kisa Magnusson	1949	2003	actress	tt0070202,tt0075081,tt1473098,tt0348061
nm0536387	Lakke Magnusson	1946	2004	actor	tt0120567,tt0127382,tt0211160,tt9141320
nm0536388	Lars Magnusson	\N	\N	actor,archive_footage	tt0159876,tt0108703,tt0174239,tt6506886
nm0536389	Leif Magnusson	1956	\N	director,writer,actor	tt0098551,tt0136964,tt0106018,tt0448442
nm0536390	Lena Magnusson	\N	\N	art_department,editor	tt0078084,tt23332906
nm0536391	Lotta Magnusson	\N	\N	art_department	tt0361859,tt0220616
nm0536392	Magnus Magnusson	1929	2007	actor,writer,camera_department	tt0281138,tt0196269,tt0119574,tt0065296
nm0536393	Magnus Magnusson	1941	\N	art_department,set_decorator,production_designer	tt0063119,tt0062882,tt0093713,tt0097890
nm0536394	Malou Magnusson	1968	\N	costume_department,costume_designer	tt0139654,tt0115747,tt0115210,tt0259333
nm0536395	Mattias Magnusson	\N	\N	actor	tt0204499
nm0536396	Michael Magnusson	\N	\N	production_manager,producer,assistant_director	tt0195714,tt0263746,tt7349416,tt1465522
nm0536397	Mikael Magnusson	\N	\N	miscellaneous	tt6199062,tt0120251
nm0536399	Monica Magnusson	\N	\N	art_department,set_decorator	tt0907683,tt0250851,tt0302552
nm0536400	Monika Magnusson	\N	\N	art_department,art_director,production_designer	tt0330989,tt0774755,tt0907683,tt0295787
nm0536401	Olle Magnusson	\N	\N	camera_department,cinematographer	tt29722673,tt0194969,tt27530758
nm0536402	Ove Magnusson	1933	1996	writer,actor	tt0310450,tt0059509,tt0075081,tt0088636
nm0536403	Paige Magnusson	\N	\N	actress	tt0115542
nm0536404	Peter Magnusson	\N	\N	art_department	tt0114112,tt0216765,tt0305123,tt0118442
nm0536405	Rune Magnusson	\N	\N	sound_department,actor	tt0065341,tt13218362
nm0536406	Sally Magnusson	1955	\N	actress,archive_footage	tt4294740,tt5105274,tt0989300,tt6128318
nm0536407	Sigurd Magnussøn	1889	1961	actor,writer,miscellaneous	tt0028852,tt0031373,tt0216541,tt0035475
nm0536408	Sven Magnusson	1908	1962	actor,soundtrack	tt0047007,tt0039749,tt0030099,tt0037252
nm0536409	Sven-Erik Magnusson	1942	2017	actor,composer,music_department	tt0063738,tt6886698,tt8941994,tt33291411
nm0536410	Tivi Magnusson	1942	\N	producer,actor,production_manager	tt0418455,tt3877674,tt0236027,tt3346410
nm0536411	Toni Magnusson	\N	\N	actor	tt0076524
nm0536412	Tony Magnusson	\N	\N	actor,camera_department,archive_footage	tt0092085,tt0130575,tt2071650,tt1894474
nm0536413	Victor Magnusson	\N	\N	actor,miscellaneous	tt0104627
nm0536414	Tova Magnusson	1968	\N	actress,director,writer	tt0105502,tt0103523,tt0107511,tt0106476
nm0536416	Achille Magny	\N	\N	archive_footage	\N
nm0536417	André Magny	\N	\N	camera_department,director	tt0150870,tt0077728,tt0184349
nm0536418	Ginette Magny	\N	\N	costume_designer,costume_department	tt0401085,tt1550312,tt0485149,tt3754976
nm0536419	Michèle Magny	\N	\N	actress	tt0075944,tt0082388,tt0280531,tt0228717
nm0536420	Nicole Magny	\N	\N	actress	tt0076085
nm0536421	Pierre Magny	\N	\N	assistant_director,director,writer	tt1374992,tt21388904,tt1430612,tt0105377
nm0536422	Viveka Magnét	1914	2007	actress	tt0036987
nm0536423	Nanna Kristín Magnúsdóttir	1974	\N	actress,director,writer	tt0997062,tt5859004,tt9420566,tt3267784
nm0536424	Guðrún Kristín Magnúsdóttir	1939	\N	actress	tt0087432,tt0236524
nm0536425	Steinn Ármann Magnússon	1964	\N	actor,writer,soundtrack	tt3074732,tt1792566,tt0170519,tt0458216
nm0536427	Liz Mago Bosch	\N	\N	production_manager,producer,miscellaneous	tt15789492,tt2325833,tt0875113,tt1380031
nm0536428	Pedro Mago Septien	1916	2013	actor	tt0044728,tt0268427,tt0281909,tt0252598
nm0536429	Oswaldo Mago	1949	\N	actor	tt0824145,tt0309138,tt0300723,tt0076153
nm0536430	Alex Magocsi	\N	\N	actor	tt0104989
nm0536431	Deborah Magocsi	\N	\N	editor,director,writer	tt0104989,tt1090758,tt0135608,tt0477616
nm0536432	Julie Magodo	\N	\N	visual_effects	tt0116322
nm0536433	Julius Magodo	\N	\N	visual_effects	tt0118571,tt0120657,tt0120789
nm0536434	Leslie Magodoro	1972	\N	producer,miscellaneous	tt0224025,tt0432958,tt0972846
nm0536435	Elena Magoia	1934	2024	actress	tt0086022,tt0091113,tt0074520,tt0373751
nm0536437	Anna Magoli	\N	\N	actress	tt0052110
nm0536438	Athmani Magoma	\N	\N	actor	tt0186819,tt0187260,tt20230920
nm0536439	Muslim Magomayev	1942	2008	actor,composer,music_department	tt2514288,tt2235962,tt0297476,tt2182001
nm0536440	Jymn Magon	1949	\N	writer,miscellaneous,producer	tt0092345,tt0113198,tt0108944,tt0098924
nm0536441	Andre Devon Magone	\N	\N	camera_department,music_department,producer	tt0120241,tt0265864,tt0137195,tt0157553
nm0536442	Mitch Magonet	\N	\N	composer,writer,music_department	tt1434446,tt0308931,tt0298041,tt0231571
nm0536443	Jim Magoo	\N	\N	\N	\N
nm0536444	Mihoko Magoori	\N	\N	animation_department,art_department,director	tt1149612,tt0074705,tt0295455,tt0089206
nm0536445	Alex Magor	\N	\N	miscellaneous,camera_department	tt0159206,tt5037684
nm0536446	Liz Magor	\N	\N	animation_department,special_effects,art_department	tt0209443,tt0224575,tt0224651,tt0226505
nm0536447	Michelle Magorian	\N	\N	writer,actress	tt0077042,tt0066684,tt0081144,tt0088512
nm0536449	Janeen Davis Magorien	\N	\N	miscellaneous	tt0086058
nm0536450	Lorne Magory	\N	\N	director,production_manager,sound_department	tt0223639,tt0068069,tt0103568,tt0264272
nm0536451	András Magos	\N	\N	actor	tt0119146
nm0536452	H.G. Magos	\N	\N	writer	tt0199495
nm0536453	Umberto Magostini	\N	\N	camera_department,art_department	tt0101489,tt0195335,tt0264365,tt0111222
nm0536454	Paulo Antonio Magoula	\N	\N	actor	tt0198011,tt0146479,tt0197759
nm0536455	Dean Magoulias	\N	\N	camera_department	tt0111212,tt0106413,tt0208261,tt0346328
nm0536456	John Magoun	\N	\N	art_department,art_director	tt0104797,tt0111921,tt0085049,tt0102004
nm0536457	Brian Magowan	\N	\N	actor	tt0192168,tt0331084,tt0181629,tt0181899
nm0536458	James Magowan	\N	\N	actor,producer,production_manager	tt0113078,tt0111168,tt0101704
nm0536459	Jean Magowan	\N	\N	actress	tt0076806
nm0536461	Kate Magowan	1975	\N	actress,producer,executive	tt0486655,tt0274309,tt1422136,tt1514041
nm0536462	Liam Magowan	\N	\N	actor	tt0100915
nm0536463	Stuart Magowan	\N	\N	editorial_department,camera_department,miscellaneous	tt0115286,tt0463827,tt0112193,tt1632476
nm0536464	Krzysztof Magowski	1952	\N	miscellaneous,director,writer	tt3753858,tt0423307,tt0098920,tt0441074
nm0536465	Diva Magpayo	\N	\N	editorial_department,editor,visual_effects	tt0163025,tt0286716,tt0179626,tt0848228
nm0536466	Roman Magpog	\N	\N	camera_department	tt0115858
nm0536467	Richard Magram	\N	\N	actor,writer,producer	tt0324368,tt0281321,tt0112385,tt1195492
nm0536469	Bruce J. Magrane	\N	\N	actor	tt0091954
nm0536470	James Magrane	\N	\N	writer	tt0117077
nm0536471	Tom Magrane	1870	1930	actor	tt0157178,tt0130833,tt0012826,tt0008339
nm0536472	Antonio Magrane	1978	\N	editorial_department,actor,editor	tt2301076,tt3076538,tt5189520
nm0536473	Paul Magranville	\N	\N	actor	\N
nm0536474	Mira Magrassi	\N	\N	actress	tt0186892
nm0536475	Nilza Magrassi	1918	2010	actress	tt0194853,tt0195434,tt0180989,tt0032952
nm0536476	Cassandra Magrath	\N	\N	actress,producer,archive_footage	tt0416315,tt0138785,tt1486196,tt1590960
nm0536478	Eileen Magrath	\N	\N	actress	tt0127885,tt0327868,tt0218410,tt0176583
nm0536479	Gavin Magrath	\N	\N	actor,archive_footage	tt0096869,tt0092357,tt0156200,tt0103378
nm0536480	Monette Magrath	\N	\N	actress	tt0439100,tt0463536,tt1819601
nm0536481	Shauna Magrath	\N	\N	make_up_department,special_effects,producer	tt0338337,tt1325004,tt0216216,tt0184858
nm0536482	Matt Magratten	\N	\N	sound_department,actor,miscellaneous	tt0113749,tt0116289,tt0117762,tt0137446
nm0536483	Claudine Magre	\N	\N	producer,production_manager,miscellaneous	tt0113067,tt0119548,tt0373577,tt0281482
nm0536485	Frank Magree	\N	\N	actor,director,producer	tt6267434,tt0105275,tt1218572,tt0277941
nm0536486	Enrico Magrelli	\N	\N	writer,assistant_director	tt7485330,tt1698566,tt11204830,tt0112497
nm0536487	Valerio Magrelli	\N	\N	actor,writer	tt3232802,tt0109382,tt16306894,tt8678664
nm0536489	Jean-Claude Magret	\N	\N	actor	tt0170995,tt0074123,tt0076960,tt0076852
nm0536490	Enrico Magretti	\N	\N	production_manager,miscellaneous,actor	tt0075340,tt0125896,tt0053623,tt0045504
nm0536491	Mario Mattia Magretti	\N	\N	\N	\N
nm0536492	Agatino Magrì	\N	\N	actor	tt0188071
nm0536493	Dean Magri	\N	\N	actor	tt0098765,tt0092781,tt0084987,tt29030984
nm0536494	Jade Magri	\N	\N	actress	tt0097115,tt0088898,tt0100526,tt0088512
nm0536495	Mayara Magri	1962	\N	actress	tt0140477,tt0149517,tt0142057,tt0209641
nm0536496	Mike Magri	\N	\N	actor	tt0103270,tt21262952
nm0536497	Samantha Magri	\N	\N	art_department	tt0115491,tt0107952
nm0536498	Sasa Magri	\N	\N	actor	tt0186813
nm0536499	George Magrill	1900	1952	actor,stunts,archive_footage	tt0024663,tt0017408,tt0021781,tt0023150
nm0536500	Ramona Magrill	\N	\N	actress	\N
nm0536501	André Magrin	\N	\N	\N	\N
nm0536502	Eliane Magrina	\N	\N	production_designer,costume_designer,set_decorator	tt0112891,tt0107106,tt12806822,tt12966980
nm0536503	Bona Magrini	\N	\N	script_department,assistant_director,art_department	tt0060590,tt0061983,tt0061570,tt0057485
nm0536504	Claudio Magrini	\N	\N	art_department	tt2283336,tt0320661,tt4172430,tt9252468
nm0536505	Franco Magrini	\N	\N	actor	\N
nm0536506	Gioia Magrini	\N	\N	writer,director,editor	tt9897706,tt0213163,tt1319747,tt0216350
